tag,symbol,kind,tf,trades,pf,win,avg,sharpe,mdd,cagr,expo,final,n_bars
NEAR-BOLL-H2,nearusdt,BOLLINGER,2h,1282,1.087444571380005,0.7418096723868954,0.001391606149689856,0.4670157410896697,-0.808154627169896,0.073131212638194,0.3780549898167006,1.4619664356804325,23568
NEAR-BOLL-H4,nearusdt,BOLLINGER,4h,394,1.1323344935083837,0.5126903553299492,0.005075894645230269,0.4080332861828532,-0.9396626054792717,-0.018130658066884187,0.4567283217376548,0.906223075423206,11786
APT-BOLL-H2,aptusdt,BOLLINGER,2h,1244,0.9152927520487201,0.7773311897106109,-0.0008196946653058211,-0.49429040373173666,-0.9127093014605194,-0.3639099682613339,0.3412738853503185,0.19756832567968388,15700
APT-BOLL-H4,aptusdt,BOLLINGER,4h,206,1.142812539636618,0.616504854368932,0.0034504298983523713,0.411627750347305,-0.6070844266874666,0.08590074497791989,0.22305732484076432,1.3436582591929802,7850
APT-BOLL-H3,aptusdt,BOLLINGER,3h,236,1.123319413521686,0.7076271186440678,0.002495355599451793,0.37709628208256013,-0.5999326829203702,0.06870336528036614,0.2112353109773574,1.2689400955225851,10467
ARB-BOLL-H6,arbusdt,BOLLINGER,6h,279,0.8250833829725773,0.6523297491039427,-0.004875216637252871,-0.6801444859709284,-0.8995889113806023,-0.47432140577789483,0.4535993061578491,0.13115419469582468,4612
ARB-BOLL-H3,arbusdt,BOLLINGER,3h,410,1.0483492899528182,0.5048780487804878,0.0009900157930362126,0.20798589598469422,-0.6939603376010253,-0.06090367123135643,0.36911732812838866,0.8199977287667115,9222
APT-BOLL-H6,aptusdt,BOLLINGER,6h,140,1.2512037321459872,0.6357142857142857,0.0046180739056214575,0.5393211224597324,-0.3514860003175737,0.13098759308693886,0.12361482613679786,1.554686035246006,5234
SUI-BOLL-H6,suiusdt,BOLLINGER,6h,146,1.5389342494860099,0.863013698630137,0.007720355542646652,1.0529571525234165,-0.2858170181591919,0.3552985549049159,0.13129496402877697,2.524959985340758,4448
SUI-BOLL-H4,suiusdt,BOLLINGER,4h,225,0.9753262754811312,0.4888888888888889,-0.00042240831447845715,-0.07726513850176875,-0.4908155644658716,-0.10673287017180189,0.1311647429171039,0.709060646684434,6671
ARB-BOLL-H2,arbusdt,BOLLINGER,2h,544,1.003828875061849,0.6948529411764706,6.378272173354566e-05,0.019152692350045797,-0.7694950349139398,-0.1462667044020608,0.36926190992554037,0.6068767724863057,13833
ARB-BOLL-H4,arbusdt,BOLLINGER,4h,412,0.9020296632452313,0.7233009708737864,-0.0020748845222797363,-0.44098383378580575,-0.8331146323119755,-0.37433507029416835,0.4452797455544311,0.22738211841186523,6917
BTC-TSMOM-H8,btcusdt,TSMOM,8h,522,0.8439120441554872,0.7375478927203065,-0.0022763178920298956,-0.5584855519704552,-0.8685948808575767,-0.2611431946904762,0.6051247242491091,0.19616712427727978,5893
ETH-TSMOM-H8,ethusdt,TSMOM,8h,805,1.079630486188083,0.7850931677018633,0.00093366510161336,0.32198271176891297,-0.5754996973409814,0.04426516826879179,0.420838282708298,1.2625096373785543,5893
SOL-TSMOM-H8,solusdt,TSMOM,8h,567,1.4517427586495926,0.6843033509700176,0.010870786184778998,1.4658411096684167,-0.7461105588678136,1.2736536374438252,0.5014423892754115,83.13726637269663,5893
XRP-TSMOM-H8,xrpusdt,TSMOM,8h,448,1.3120823938653507,0.5647321428571429,0.009827943341948902,0.9847040301600372,-0.6974474057790532,0.5974131488321848,0.7329034447649754,12.437634579036292,5893
LINK-TSMOM-H8,linkusdt,TSMOM,8h,782,1.184595050751259,0.809462915601023,0.002917684714684606,0.6676163482603963,-0.6011062162843412,0.23427693181098874,0.4853215679619888,3.1042627207131392,5893
NEAR-TSMOM-H8,nearusdt,TSMOM,8h,970,1.773377726513323,0.7278350515463917,0.012283949029294899,2.4612707473412367,-0.6606722842285193,5.2457458909867904,0.37451213303919906,19125.995915758678,5893
BNB-TSMOM-H8,bnbusdt,TSMOM,8h,736,1.1925780891310325,0.8383152173913043,0.0021805981684538027,0.5604097375893,-0.649180260695263,0.16486978928244356,0.5212964534193111,2.273459998947912,5893
DOGE-TSMOM-H8,dogeusdt,TSMOM,8h,584,1.7496280989362782,0.851027397260274,0.01394642054177994,1.4767684788899083,-0.7818113546998434,1.8144394478159622,0.49550313931783474,262.1248765583497,5893
AVAX-TSMOM-H8,avaxusdt,TSMOM,8h,609,1.3773705851468663,0.8669950738916257,0.007040555518615179,1.0508642935140275,-0.6866236704510378,0.6099316639428316,0.46360088240285086,12.971281444819653,5893
SUI-TSMOM-H8,suiusdt,TSMOM,8h,355,1.4196252393577997,0.8253521126760563,0.0076583117071204266,1.3074998193318264,-0.6407352752066122,0.9088832308496095,0.460431654676259,7.168288622191839,3336
APT-TSMOM-H8,aptusdt,TSMOM,8h,404,1.4901988299613615,0.849009900990099,0.00864086101366881,1.4161912621188348,-0.7094919838169428,1.0609224309132639,0.5215286624203822,13.358142837428424,3925
ARB-TSMOM-H8,arbusdt,TSMOM,8h,399,1.1977193364051595,0.7819548872180451,0.0035925839069675626,0.6807470764439736,-0.6217718866729721,0.25059525455597664,0.43538594969644406,2.026667877715377,3459
BTC-TSMOM-H16,btcusdt,TSMOM,16h,147,1.4402830835946472,0.6462585034013606,0.012950538949822735,0.8040052817114844,-0.4599486125876334,0.2876903343462014,0.6297930098405158,3.9001054493820897,2947
ETH-TSMOM-H16,ethusdt,TSMOM,16h,258,1.0146459708673203,0.7325581395348837,0.0004191000290944714,0.03651424359141177,-0.8925909362851493,-0.13255204259348785,0.6260604004071938,0.4651425723520202,2947
SOL-TSMOM-H16,solusdt,TSMOM,16h,348,1.6632872564684853,0.8419540229885057,0.015657771865734044,1.3393328956097041,-0.6992255116391596,1.040379947336795,0.5062775704105871,46.45855206823988,2947
XRP-TSMOM-H16,xrpusdt,TSMOM,16h,273,1.7188941849986112,0.8131868131868132,0.015818949412747453,1.1049235005199054,-0.6575537178298777,0.7410084160561636,0.501866304716661,19.776362805591027,2947
LINK-TSMOM-H16,linkusdt,TSMOM,16h,272,1.3681905896208384,0.8088235294117647,0.01092127563125005,0.8502976243127686,-0.5828620491071426,0.37522422257780175,0.5778758059043094,5.556687453521788,2947
NEAR-TSMOM-H16,nearusdt,TSMOM,16h,184,1.4951231234068907,0.5163043478260869,0.027975784403744524,0.9810848013306352,-0.865385600166768,0.6410204105359323,0.47472005429250086,14.38410800216679,2947
