FET-TSMOM-H6,fetusdt,TSMOM,21600,632,3,0.5,-182027,0.001,-32.59,182027
BOME-TSMOM-H8,bomeusdt,TSMOM,28800,215,2,0.9,-77018,0.006,-20.00,77018
INJ-TSMOM-H6,injusdt,TSMOM,21600,716,4,0.6,-188979,0.005,-35.12,188979
JUP-TSMOM-H4,jupusdt,TSMOM,14400,527,8,1.5,-103649,0.012,-47.80,103649
UNI-TSMOM-H4,uniusdt,TSMOM,14400,934,13,1.4,-191125,0.010,-39.49,191125
IMX-TSMOM-H4,imxusdt,TSMOM,14400,709,12,1.7,-146738,0.020,-38.99,146738
TIA-TSMOM-H6,tiausdt,TSMOM,21600,319,3,0.9,-75223,0.020,-33.25,75242
COMP-TSMOM-H6,compusdt,TSMOM,21600,0,0,0.0,0,0.000,0.00,0
FET-TSMOM-H4,fetusdt,TSMOM,14400,910,8,0.9,-222973,0.006,-40.35,222973
ICP-TSMOM-H8,icpusdt,TSMOM,28800,0,0,0.0,0,0.000,0.00,0
ICP-TSMOM-H6,icpusdt,TSMOM,21600,0,0,0.0,0,0.000,0.00,0
UNI-TSMOM-H6,uniusdt,TSMOM,21600,678,5,0.7,-162696,0.012,-30.63,162696
TIA-TSMOM-H3,tiausdt,TSMOM,10800,621,14,2.3,-113636,0.016,-49.27,113636
OP-TSMOM-H2,opusdt,TSMOM,7200,1343,43,3.2,-193807,0.023,-59.97,193816
IMX-TSMOM-H8,imxusdt,TSMOM,28800,348,2,0.6,-100252,0.003,-28.55,100252
LDO-TSMOM-H12,ldousdt,TSMOM,43200,178,2,1.1,-54358,0.011,-21.28,54358
COMP-TSMOM-H8,compusdt,TSMOM,28800,0,0,0.0,0,0.000,0.00,0
ENA-ICHI-H2,enausdt,ICHIMOKU,7200,369,13,3.5,-63800,0.025,-41.46,63900
UNI-TSMOM-H12,uniusdt,TSMOM,43200,340,3,0.9,-113096,0.018,-20.42,113096
STX-TSMOM-H6,stxusdt,TSMOM,21600,0,0,0.0,0,0.000,0.00,0
LDO-TSMOM-H8,ldousdt,TSMOM,28800,271,4,1.5,-71487,0.014,-19.06,71487
UNI-TSMOM-H8,uniusdt,TSMOM,28800,540,3,0.6,-148481,0.001,-32.76,148481
ARKM-TSMOM-H12,arkmusdt,TSMOM,43200,146,0,0.0,-59082,0.000,-21.50,59082
STX-TSMOM-H8,stxusdt,TSMOM,28800,0,0,0.0,0,0.000,0.00,0
JUP-TSMOM-H12,jupusdt,TSMOM,43200,178,2,1.1,-52702,0.004,-31.06,52702
AVAX-TSMOM-H3,avaxusdt,TSMOM,10800,1298,45,3.5,-191985,0.028,-48.51,191985
COMP-TSMOM-H12,compusdt,TSMOM,43200,0,0,0.0,0,0.000,0.00,0
AAVE-TSMOM-H8,aaveusdt,TSMOM,28800,0,0,0.0,0,0.000,0.00,0
CRV-TSMOM-H12,crvusdt,TSMOM,43200,221,0,0.0,-74939,0.000,-23.32,74939
JUP-TSMOM-H8,jupusdt,TSMOM,28800,250,3,1.2,-62891,0.008,-35.40,62891
IMX-TSMOM-H12,imxusdt,TSMOM,43200,235,0,0.0,-85920,0.000,-19.67,85920
MANA-TSMOM-H4,manausdt,TSMOM,14400,932,27,2.9,-165311,0.018,-43.16,165311
STX-TSMOM-H12,stxusdt,TSMOM,43200,0,0,0.0,0,0.000,0.00,0
XLM-TSMOM-H4,xlmusdt,TSMOM,14400,0,0,0.0,0,0.000,0.00,0
FET-ICHI-H3,fetusdt,ICHIMOKU,10800,756,7,0.9,-169307,0.003,-36.10,169307
MASK-TSMOM-H12,maskusdt,TSMOM,43200,240,2,0.8,-72161,0.011,-9.19,72161
RUNE-TSMOM-H4,runeusdt,TSMOM,14400,947,30,3.2,-156586,0.019,-38.87,156586
SAND-TSMOM-H6,sandusdt,TSMOM,21600,585,8,1.4,-130280,0.009,-24.58,130280
ATOM-TSMOM-H8,atomusdt,TSMOM,28800,402,6,1.5,-87088,0.007,-31.61,87088
ICP-TSMOM-H12,icpusdt,TSMOM,43200,0,0,0.0,0,0.000,0.00,0
ARKM-TSMOM-H8,arkmusdt,TSMOM,28800,228,1,0.4,-74731,0.011,-25.09,74731
DOT-TSMOM-H3,dotusdt,TSMOM,10800,1113,30,2.7,-170770,0.026,-45.18,170770
ADA-TSMOM-H6,adausdt,TSMOM,21600,575,5,0.9,-116487,0.007,-36.24,116487
GMT-TSMOM-H12,gmtusdt,TSMOM,43200,235,0,0.0,-80305,0.000,-16.41,80305
SAND-TSMOM-H8,sandusdt,TSMOM,28800,377,2,0.5,-104279,0.004,-19.81,104279
UNI-TSMOM-D1,uniusdt,TSMOM,86400,161,0,0.0,-79850,0.000,-14.52,79850
SOL-TSMOM-H8,solusdt,TSMOM,28800,504,13,2.6,-96786,0.020,-31.20,96786
FET-ICHI-H4,fetusdt,ICHIMOKU,14400,529,2,0.4,-139405,0.004,-32.55,139405
DOT-TSMOM-H6,dotusdt,TSMOM,21600,539,4,0.7,-115930,0.006,-26.94,115930
TIA-ICHI-H3,tiausdt,ICHIMOKU,10800,330,5,1.5,-64450,0.008,-41.12,64450
XLM-TSMOM-H8,xlmusdt,TSMOM,28800,0,0,0.0,0,0.000,0.00,0
INJ-ICHI-H4,injusdt,ICHIMOKU,14400,663,10,1.5,-152486,0.015,-34.33,152486
IMX-TSMOM-D1,imxusdt,TSMOM,86400,121,0,0.0,-56389,0.000,-17.17,56389
ATOM-TSMOM-H6,atomusdt,TSMOM,21600,636,11,1.7,-116441,0.010,-37.24,116441
RUNE-TSMOM-H8,runeusdt,TSMOM,28800,509,10,2.0,-106357,0.028,-27.63,106357
MANA-TSMOM-H12,manausdt,TSMOM,43200,318,4,1.3,-89350,0.009,-25.82,89350
ATOM-TSMOM-H12,atomusdt,TSMOM,43200,315,5,1.6,-78273,0.014,-18.43,78273
HBAR-TSMOM-H4,hbarusdt,TSMOM,14400,844,25,3.0,-150485,0.019,-38.96,150485
RUNE-TSMOM-H12,runeusdt,TSMOM,43200,335,4,1.2,-81156,0.002,-25.41,81156
DOT-TSMOM-H12,dotusdt,TSMOM,43200,299,3,1.0,-89958,0.015,-9.30,89958
ICP-ICHI-H4,icpusdt,ICHIMOKU,14400,0,0,0.0,0,0.000,0.00,0
MANA-TSMOM-H8,manausdt,TSMOM,28800,475,9,1.9,-114145,0.012,-29.15,114145
FIL-TSMOM-D1,filusdt,TSMOM,86400,0,0,0.0,0,0.000,0.00,0
INJ-ICHI-H6,injusdt,ICHIMOKU,21600,434,4,0.9,-120646,0.009,-28.09,120646
XLM-TSMOM-H6,xlmusdt,TSMOM,21600,0,0,0.0,0,0.000,0.00,0
ETH-TSMOM-H12,ethusdt,TSMOM,43200,393,3,0.8,-77115,0.004,-29.56,77115
MASK-ICHI-H3,maskusdt,ICHIMOKU,10800,587,17,2.9,-99971,0.010,-29.18,99971
XLM-ICHI-H4,xlmusdt,ICHIMOKU,14400,0,0,0.0,0,0.000,0.00,0
LTC-TSMOM-H12,ltcusdt,TSMOM,43200,318,6,1.9,-71256,0.015,-18.04,71256
STX-TSMOM-D1,stxusdt,TSMOM,86400,0,0,0.0,0,0.000,0.00,0
CRV-TSMOM-D1,crvusdt,TSMOM,86400,136,0,0.0,-62864,0.000,-13.91,62864
BCH-TSMOM-D1,bchusdt,TSMOM,86400,0,0,0.0,0,0.000,0.00,0
JTO-ICHI-H8,jtousdt,ICHIMOKU,28800,132,1,0.8,-53821,0.006,-20.67,53821
SHIB-TSMOM-H8,shibusdt,TSMOM,28800,346,7,2.0,-71246,0.015,-28.28,71246
SHIB-TSMOM-H12,shibusdt,TSMOM,43200,240,1,0.4,-55949,0.002,-26.17,55949
RUNE-TSMOM-D1,runeusdt,TSMOM,86400,137,0,0.0,-46702,0.000,-14.55,46702
ATOM-ICHI-H4,atomusdt,ICHIMOKU,14400,629,11,1.7,-105824,0.012,-38.95,105824
BCH-TSMOM-H12,bchusdt,TSMOM,43200,0,0,0.0,0,0.000,0.00,0
RUNE-ICHI-H8,runeusdt,ICHIMOKU,28800,225,4,1.8,-48145,0.037,-16.58,48145
SOL-ICHI-H6,solusdt,ICHIMOKU,21600,514,14,2.7,-87030,0.020,-30.41,87030
ATOM-TSMOM-D1,atomusdt,TSMOM,86400,164,2,1.2,-56842,0.011,-17.89,56842
TRX-TSMOM-H12,trxusdt,TSMOM,43200,0,0,0.0,0,0.000,0.00,0
VET-TSMOM-D1,vetusdt,TSMOM,86400,135,0,0.0,-53907,0.000,-13.53,53907
LTC-TSMOM-D1,ltcusdt,TSMOM,86400,163,1,0.6,-48384,0.007,-12.86,48384
RUNE-ICHI-H6,runeusdt,ICHIMOKU,21600,339,6,1.8,-66604,0.019,-23.56,66604
APT-ICHI-H6,aptusdt,ICHIMOKU,21600,243,3,1.2,-54792,0.011,-28.78,54792
APT-TSMOM-H3,aptusdt,TSMOM,10800,775,22,2.8,-130837,0.026,-44.48,130837
APT-TSMOM-H6,aptusdt,TSMOM,21600,380,2,0.5,-87521,0.009,-27.12,87521
ARB-ICHI-H3,arbusdt,ICHIMOKU,10800,445,10,2.2,-77578,0.013,-37.62,77578
ARB-ICHI-H4,arbusdt,ICHIMOKU,14400,312,9,2.9,-59047,0.031,-30.11,59253
ARB-TSMOM-H2,arbusdt,TSMOM,7200,1041,29,2.8,-153154,0.020,-59.42,153210
ARB-TSMOM-H3,arbusdt,TSMOM,10800,711,18,2.5,-119101,0.015,-47.47,119101
ARB-TSMOM-H4,arbusdt,TSMOM,14400,532,10,1.9,-96088,0.019,-42.09,96088
ARKM-ICHI-H4,arkmusdt,ICHIMOKU,14400,189,2,1.1,-51920,0.005,-22.61,51920
ARKM-TSMOM-H12,arkmusdt,TSMOM,43200,140,0,0.0,-53632,0.000,-21.80,53632
ARKM-TSMOM-H4,arkmusdt,TSMOM,14400,475,5,1.1,-114437,0.010,-37.96,114437
ARKM-TSMOM-H6,arkmusdt,TSMOM,21600,291,0,0.0,-82702,0.000,-30.12,82702
ARKM-TSMOM-H8,arkmusdt,TSMOM,28800,216,0,0.0,-71026,0.000,-25.94,71026
ARKM-WILLR-H6,arkmusdt,WILLIAMS_R,21600,27,0,0.0,-8020,0.000,-8.31,8020
BOME-BOPB-H2,bomeusdt,BREAKOUT_PULLBACK,7200,239,10,4.2,-51676,0.021,-15.78,51676
BOME-ICHI-H1,bomeusdt,ICHIMOKU,3600,958,48,5.0,-130573,0.030,-65.00,130600
BOME-ICHI-H3,bomeusdt,ICHIMOKU,10800,290,6,2.1,-65359,0.021,-21.56,65359
BOME-TSMOM-H12,bomeusdt,TSMOM,43200,142,1,0.7,-56581,0.002,-18.61,56581
BOME-TSMOM-H3,bomeusdt,TSMOM,10800,570,13,2.3,-120598,0.016,-34.81,120598
BOME-TSMOM-H4,bomeusdt,TSMOM,14400,399,6,1.5,-100618,0.010,-28.00,100618
BOME-TSMOM-H8,bomeusdt,TSMOM,28800,205,1,0.5,-71793,0.006,-18.95,71793
EIGEN-ICHI-H2,eigenusdt,ICHIMOKU,7200,347,7,2.0,-64426,0.017,-49.87,64426
EIGEN-ICHI-H3,eigenusdt,ICHIMOKU,10800,198,1,0.5,-46435,0.003,-42.32,46435
EIGEN-ICHI-H4,eigenusdt,ICHIMOKU,14400,131,2,1.5,-33482,0.024,-27.63,33482
EIGEN-TSMOM-H12,eigenusdt,TSMOM,43200,109,1,0.9,-41704,0.012,-25.23,41704
EIGEN-TSMOM-H4,eigenusdt,TSMOM,14400,310,7,2.3,-69594,0.028,-37.40,69594
EIGEN-TSMOM-H6,eigenusdt,TSMOM,21600,216,2,0.9,-59163,0.009,-35.32,59163
EIGEN-TSMOM-H8,eigenusdt,TSMOM,28800,168,3,1.8,-49631,0.034,-25.56,49631
ENA-ICHI-H2,enausdt,ICHIMOKU,7200,369,13,3.5,-63800,0.025,-41.46,63900
ENA-TSMOM-H12,enausdt,TSMOM,43200,74,0,0.0,-26535,0.000,-17.73,26535
ENA-TSMOM-H2,enausdt,TSMOM,7200,695,28,4.0,-119469,0.024,-54.39,119568
ENA-TSMOM-H4,enausdt,TSMOM,14400,320,3,0.9,-76841,0.006,-38.11,76841
ENA-TSMOM-H6,enausdt,TSMOM,21600,219,2,0.9,-55421,0.006,-32.64,55421
ENA-TSMOM-H8,enausdt,TSMOM,28800,152,1,0.7,-46687,0.002,-28.79,46687
ETHFI-TSMOM-H3,ethfiusdt,TSMOM,10800,515,7,1.4,-90063,0.003,-56.07,90083
ETHFI-TSMOM-H6,ethfiusdt,TSMOM,21600,240,0,0.0,-55150,0.000,-38.25,55150
FLOKI-ICHI-H4,flokiusdt,ICHIMOKU,14400,251,3,1.2,-49938,0.008,-32.13,49938
FLOKI-TSMOM-H3,flokiusdt,TSMOM,10800,584,10,1.7,-96930,0.016,-46.77,96930
FLOKI-TSMOM-H4,flokiusdt,TSMOM,14400,430,9,2.1,-77879,0.020,-38.57,77879
FLOKI-TSMOM-H6,flokiusdt,TSMOM,21600,300,2,0.7,-66630,0.004,-35.04,66630
FLOKI-TSMOM-H8,flokiusdt,TSMOM,28800,215,4,1.9,-52361,0.020,-27.04,52361
JTO-ICHI-H3,jtousdt,ICHIMOKU,10800,427,13,3.0,-94403,0.014,-29.51,94403
JTO-ICHI-H8,jtousdt,ICHIMOKU,28800,132,1,0.8,-53821,0.006,-20.67,53821
JTO-TSMOM-H1,jtousdt,TSMOM,3600,1995,99,5.0,-299057,0.022,-72.45,299057
JTO-TSMOM-H12,jtousdt,TSMOM,43200,201,1,0.5,-86856,0.006,-23.54,86856
JTO-TSMOM-H2,jtousdt,TSMOM,7200,1060,28,2.6,-206311,0.015,-52.56,206311
JTO-TSMOM-H3,jtousdt,TSMOM,10800,789,21,2.7,-174985,0.014,-43.96,174985
JTO-TSMOM-H4,jtousdt,TSMOM,14400,600,13,2.2,-158226,0.013,-39.34,158226
JTO-TSMOM-H8,jtousdt,TSMOM,28800,304,3,1.0,-110020,0.007,-29.69,110020
JUP-ICHI-H1,jupusdt,ICHIMOKU,3600,1113,62,5.6,-134076,0.034,-68.18,134076
JUP-ICHI-H2,jupusdt,ICHIMOKU,7200,540,21,3.9,-88617,0.030,-47.02,88617
JUP-ICHI-H3,jupusdt,ICHIMOKU,10800,334,8,2.4,-64293,0.013,-37.54,64293
JUP-TSMOM-D1,jupusdt,TSMOM,86400,91,0,0.0,-38122,0.000,-24.46,38122
JUP-TSMOM-H1,jupusdt,TSMOM,3600,1709,97,5.7,-204853,0.033,-84.37,204853
JUP-TSMOM-H12,jupusdt,TSMOM,43200,175,0,0.0,-53749,0.000,-30.06,53749
JUP-TSMOM-H2,jupusdt,TSMOM,7200,956,36,3.8,-147734,0.030,-61.31,147734
JUP-TSMOM-H3,jupusdt,TSMOM,10800,652,16,2.5,-118311,0.018,-52.74,118311
JUP-TSMOM-H4,jupusdt,TSMOM,14400,505,10,2.0,-97626,0.014,-47.05,97626
JUP-TSMOM-H6,jupusdt,TSMOM,21600,332,3,0.9,-81205,0.008,-36.24,81205
JUP-TSMOM-H8,jupusdt,TSMOM,28800,250,3,1.2,-62891,0.008,-35.40,62891
ONDO-ICHI-H2,ondousdt,ICHIMOKU,7200,291,5,1.7,-57175,0.008,-52.29,57175
ONDO-ICHI-H3,ondousdt,ICHIMOKU,10800,193,3,1.6,-43591,0.009,-42.05,43591
OP-ICHI-H2,opusdt,ICHIMOKU,7200,911,33,3.6,-133166,0.026,-49.58,133166
OP-ICHI-H8,opusdt,ICHIMOKU,28800,135,4,3.0,-31433,0.039,-15.29,31433
OP-TSMOM-H12,opusdt,TSMOM,43200,218,2,0.9,-64670,0.009,-17.76,65035
OP-TSMOM-H2,opusdt,TSMOM,7200,1446,51,3.5,-211339,0.024,-43.57,211348
OP-TSMOM-H3,opusdt,TSMOM,10800,884,20,2.3,-150403,0.009,-36.15,150495
OP-TSMOM-H4,opusdt,TSMOM,14400,640,13,2.0,-121079,0.013,-29.92,121079
OP-TSMOM-H8,opusdt,TSMOM,28800,262,6,2.3,-61772,0.024,-24.36,61920
PEPE-ICHI-H3,pepeusdt,ICHIMOKU,10800,391,3,0.8,-74015,0.010,-40.21,74015
PEPE-TSMOM-H12,pepeusdt,TSMOM,43200,140,0,0.0,-40513,0.000,-26.14,40513
PEPE-TSMOM-H3,pepeusdt,TSMOM,10800,647,6,0.9,-111478,0.014,-49.32,111478
PEPE-TSMOM-H4,pepeusdt,TSMOM,14400,471,6,1.3,-91909,0.021,-40.43,91909
PEPE-TSMOM-H6,pepeusdt,TSMOM,21600,341,0,0.0,-77909,0.000,-39.91,77909
PYTH-ICHI-H6,pythusdt,ICHIMOKU,21600,159,2,1.3,-35220,0.023,-27.28,35220
PYTH-ICHI-H8,pythusdt,ICHIMOKU,28800,137,2,1.5,-35598,0.020,-23.90,35598
PYTH-TSMOM-H12,pythusdt,TSMOM,43200,123,1,0.8,-36553,0.013,-26.99,36553
PYTH-TSMOM-H2,pythusdt,TSMOM,7200,871,36,4.1,-128830,0.033,-56.81,128830
PYTH-TSMOM-H3,pythusdt,TSMOM,10800,575,18,3.1,-95661,0.023,-49.60,95661
PYTH-TSMOM-H4,pythusdt,TSMOM,14400,443,7,1.6,-84561,0.018,-44.17,84561
PYTH-TSMOM-H6,pythusdt,TSMOM,21600,291,9,3.1,-61257,0.036,-32.35,61257
PYTH-TSMOM-H8,pythusdt,TSMOM,28800,231,3,1.3,-58898,0.009,-32.71,59014
RENDER-ICHI-H1,renderusdt,ICHIMOKU,3600,973,46,4.7,-126820,0.030,-73.83,126820
RENDER-ICHI-H12,renderusdt,ICHIMOKU,43200,101,0,0.0,-36237,0.000,-23.25,36237
RENDER-ICHI-H2,renderusdt,ICHIMOKU,7200,470,20,4.3,-74738,0.030,-48.38,74738
RENDER-ICHI-H3,renderusdt,ICHIMOKU,10800,318,5,1.6,-59395,0.020,-41.58,59395
RENDER-ICHI-H4,renderusdt,ICHIMOKU,14400,220,1,0.5,-45263,0.018,-33.90,45263
RENDER-ICHI-H6,renderusdt,ICHIMOKU,21600,156,0,0.0,-39058,0.000,-33.62,39058
RENDER-TSMOM-D1,renderusdt,TSMOM,86400,72,0,0.0,-33859,0.000,-23.64,33859
RENDER-TSMOM-H12,renderusdt,TSMOM,43200,150,0,0.0,-50716,0.000,-28.13,50716
RENDER-TSMOM-H2,renderusdt,TSMOM,7200,713,28,3.9,-114019,0.027,-60.94,114019
RENDER-TSMOM-H3,renderusdt,TSMOM,10800,494,8,1.6,-91105,0.017,-56.12,91105
RENDER-TSMOM-H4,renderusdt,TSMOM,14400,373,5,1.3,-80046,0.017,-44.56,80046
RENDER-TSMOM-H6,renderusdt,TSMOM,21600,252,1,0.4,-60680,0.000,-44.56,60680
RENDER-TSMOM-H8,renderusdt,TSMOM,28800,182,1,0.5,-49871,0.006,-31.45,49871
SEI-ICHI-H4,seiusdt,ICHIMOKU,14400,193,5,2.6,-38331,0.016,-29.43,38331
SEI-TSMOM-H4,seiusdt,TSMOM,14400,409,9,2.2,-73343,0.015,-43.22,73343
SEI-TSMOM-H6,seiusdt,TSMOM,21600,257,4,1.6,-51204,0.007,-34.17,51204
SEI-TSMOM-H8,seiusdt,TSMOM,28800,173,4,2.3,-38313,0.026,-23.29,38313
SUI-ICHI-H3,suiusdt,ICHIMOKU,10800,359,6,1.7,-62408,0.007,-38.85,62408
SUI-ICHI-H4,suiusdt,ICHIMOKU,14400,266,6,2.3,-50098,0.017,-31.99,50098
SUI-ICHI-H8,suiusdt,ICHIMOKU,28800,131,2,1.5,-31867,0.013,-24.45,31867
SUI-TSMOM-H2,suiusdt,TSMOM,7200,987,29,2.9,-143531,0.025,-60.39,143531
SUI-TSMOM-H3,suiusdt,TSMOM,10800,628,14,2.2,-104671,0.010,-49.41,104671
SUI-TSMOM-H4,suiusdt,TSMOM,14400,433,11,2.5,-76246,0.025,-37.15,76246
SUI-TSMOM-H6,suiusdt,TSMOM,21600,338,4,1.2,-71807,0.008,-34.43,71807
SUI-TSMOM-H8,suiusdt,TSMOM,28800,246,6,2.4,-59975,0.013,-30.37,59975
TIA-ICHI-H2,tiausdt,ICHIMOKU,7200,517,14,2.7,-87120,0.018,-44.52,87120
TIA-ICHI-H3,tiausdt,ICHIMOKU,10800,330,5,1.5,-64450,0.008,-41.12,64450
TIA-ICHI-H4,tiausdt,ICHIMOKU,14400,223,3,1.3,-50521,0.024,-26.08,50521
TIA-TSMOM-H12,tiausdt,TSMOM,43200,144,0,0.0,-48365,0.000,-27.33,48365
TIA-TSMOM-H2,tiausdt,TSMOM,7200,933,20,2.1,-153864,0.015,-60.36,153864
TIA-TSMOM-H3,tiausdt,TSMOM,10800,625,12,1.9,-117470,0.009,-51.62,117470
TIA-TSMOM-H4,tiausdt,TSMOM,14400,476,7,1.5,-100748,0.023,-39.56,100748
TIA-TSMOM-H6,tiausdt,TSMOM,21600,318,3,0.9,-78107,0.019,-33.93,78125
TON-ICHI-H2,tonusdt,ICHIMOKU,7200,421,10,2.4,-69355,0.011,-45.69,69355
TON-ICHI-H3,tonusdt,ICHIMOKU,10800,296,12,4.1,-55501,0.027,-30.84,55501
TON-ICHI-H6,tonusdt,ICHIMOKU,21600,127,0,0.0,-34279,0.000,-24.49,34279
TON-ICHI-H8,tonusdt,ICHIMOKU,28800,65,0,0.0,-20181,0.000,-17.25,20181
TON-TSMOM-H12,tonusdt,TSMOM,43200,101,2,2.0,-31048,0.011,-19.66,31048
TON-TSMOM-H2,tonusdt,TSMOM,7200,609,15,2.5,-97044,0.011,-54.74,97044
TON-TSMOM-H3,tonusdt,TSMOM,10800,410,14,3.4,-74950,0.023,-37.84,74950
TURBO-ICHI-H4,turbousdt,ICHIMOKU,14400,92,1,1.1,-28960,0.001,-20.85,28960
TURBO-TSMOM-H2,turbousdt,TSMOM,7200,591,17,2.9,-106824,0.016,-51.11,106824
TURBO-TSMOM-H3,turbousdt,TSMOM,10800,404,7,1.7,-85438,0.019,-42.19,85438
TURBO-TSMOM-H4,turbousdt,TSMOM,14400,324,8,2.5,-73842,0.021,-36.97,73842
W-TSMOM-H6,wusdt,TSMOM,21600,157,0,0.0,-40871,0.000,-28.92,40871
WIF-TSMOM-H2,wifusdt,TSMOM,7200,738,14,1.9,-122360,0.024,-54.51,122360
WIF-TSMOM-H4,wifusdt,TSMOM,14400,353,3,0.8,-78061,0.016,-35.13,78061
WIF-TSMOM-H8,wifusdt,TSMOM,28800,176,2,1.1,-50791,0.034,-22.91,50791
ZRO-ICHI-H3,zrousdt,ICHIMOKU,10800,283,3,1.1,-65406,0.009,-34.72,65406
ZRO-ICHI-H4,zrousdt,ICHIMOKU,14400,179,0,0.0,-50459,0.000,-30.37,50459
ZRO-ICHI-H8,zrousdt,ICHIMOKU,28800,75,0,0.0,-26876,0.000,-23.61,26876
ZRO-TSMOM-D1,zrousdt,TSMOM,86400,85,0,0.0,-47085,0.000,-20.42,47085
ZRO-TSMOM-H1,zrousdt,TSMOM,3600,1423,42,3.0,-213764,0.019,-87.63,213764
ZRO-TSMOM-H12,zrousdt,TSMOM,43200,121,0,0.0,-52952,0.000,-24.03,52952
ZRO-TSMOM-H2,zrousdt,TSMOM,7200,735,9,1.2,-143786,0.006,-64.36,143786
ZRO-TSMOM-H3,zrousdt,TSMOM,10800,480,5,1.0,-108064,0.006,-48.68,108064
ZRO-TSMOM-H4,zrousdt,TSMOM,14400,349,1,0.3,-91130,0.001,-44.49,91130
ZRO-TSMOM-H6,zrousdt,TSMOM,21600,209,0,0.0,-65084,0.000,-32.62,65084
TURBO-TSMOM-H4,turbousdt,TSMOM,14400,318,7,2.2,-71061,0.021,-37.03,71061
ETHFI-TSMOM-H4,ethfiusdt,TSMOM,14400,380,3,0.8,-74143,0.005,-46.19,74143
ZRO-ICHI-H3,zrousdt,ICHIMOKU,10800,283,3,1.1,-65406,0.009,-34.72,65406
SUI-BOPB-H1,suiusdt,BREAKOUT_PULLBACK,3600,224,8,3.6,-27222,0.021,-32.87,27222
FET-TSMOM-H3,fetusdt,TSMOM,10800,1217,18,1.5,-254878,0.008,-46.08,254878
