tag,symbol,kind,tf,n_bars,blowoff_skips,trades,pf,sharpe,win,mdd_cmp,mdd_bp,cum_bp,cagr,avg_loss_bp,avg_win_bp,worst_bp,max_loss_streak,max_run_loss_bp,n_sl,n_time,n_kill,n_giveback,passes
ARB-BOLL-H2,arbusdt,BOLLINGER,2h,13926,0,1119,5.222229026212914,10.04918458153599,0.7497765862377123,-0.03309684429903381,-335.5125318301434,61093.593607999,5.675621275112041,-51.676828610729935,90.06329632777529,-72.00000000000105,5,-234.01823708207456,209,0,148,762,True
ARB-BOLL-H4,arbusdt,BOLLINGER,4h,6964,0,864,10.418043183946638,11.27677441273029,0.8159722222222222,-0.01929137039332096,-194.32431284006452,78240.79645660444,10.318697783760907,-52.24869659739034,122.76360172424057,-72.00000000000095,4,-194.32431284006302,111,0,90,663,True
BTC-TSMOM-H8,btcusdt,TSMOM,8h,5917,0,1599,7.097155276790464,9.85244601972575,0.7886178861788617,-0.0253184505729932,-254.78769011875556,109416.92299191591,6.370902079148484,-53.09340050907807,101.00118347659358,-72.00000000000108,5,-225.18184180967665,298,0,155,1146,True
ETH-TSMOM-H8,ethusdt,TSMOM,8h,5917,0,1513,12.656081022234765,12.376230753309553,0.8307997356245869,-0.03843576814641314,-390.6761947091145,156005.81738647664,16.218760052480857,-52.28152781397607,134.75727009296324,-72.0000000000009,6,-336.5358304908955,215,0,119,1179,True
SOL-TSMOM-H8,solusdt,TSMOM,8h,5917,113,1484,37.06469684697707,12.998983980429358,0.9063342318059299,-0.014361625292805047,-144.30632787727518,269433.87805861904,129.74784504713838,-53.74710985837036,205.87711994716142,-72.00000000000092,3,-144.3063278773028,132,0,56,1296,True
XRP-TSMOM-H8,xrpusdt,TSMOM,8h,5917,1,1564,20.023631504931362,9.28342112051367,0.8459079283887468,-0.024490676169385273,-246.8128762874403,238787.7473009104,71.67491924499753,-52.08366909139834,189.97725740887182,-72.00000000000074,3,-144.00000000000006,187,0,120,1257,True
LINK-TSMOM-H8,linkusdt,TSMOM,8h,5917,1,1535,31.0171725317024,13.716153136253249,0.8957654723127035,-0.027072795133371352,-272.87491250399034,251680.78062550412,95.13242307179296,-52.403499271894674,189.13842946109654,-72.00000000000065,4,-237.99999999999883,135,0,81,1319,True
NEAR-TSMOM-H8,nearusdt,TSMOM,8h,5917,19,1467,43.94783840410902,13.495555019305595,0.9025221540558964,-0.014348159999999943,-144.0,322755.5950704597,335.2185912268278,-52.552869183374774,249.44913547105944,-72.00000000000105,2,-143.99999999999955,111,0,74,1282,True
BNB-TSMOM-H8,bnbusdt,TSMOM,8h,5917,60,1599,10.14659686356855,10.669743413772778,0.8192620387742339,-0.03849113195674192,-390.99731893143326,142162.9673063724,12.331898106506147,-53.78102796268091,120.38601861647881,-72.00000000000092,4,-248.09121987462453,256,0,127,1216,True
DOGE-TSMOM-H8,dogeusdt,TSMOM,8h,5917,196,1294,30.38892776884287,6.179367780318151,0.883307573415765,-0.01861291703750334,-187.25077081192285,236795.40634762932,64.15495794761233,-53.35960234158181,214.2193405959832,-72.00000000000094,3,-166.0000000000009,126,0,76,1092,True
AVAX-TSMOM-H8,avaxusdt,TSMOM,8h,5917,125,1339,34.44327090910523,12.548205605862513,0.8894697535474234,-0.02335938398220072,-235.06358925027598,254393.8632568191,98.34025275284894,-51.396810410969316,219.98370377635817,-72.00000000000085,4,-212.9999999999967,113,0,76,1150,True
SUI-TSMOM-H8,suiusdt,TSMOM,8h,3360,5,775,34.74085795789145,13.095024162349214,0.8890322580645161,-0.015924499506975165,-160.08564025636906,152706.17324914207,128.15206166587421,-52.62620113370016,228.2032315626126,-72.00000000000078,3,-160.08564025636898,74,0,41,660,True
APT-TSMOM-H8,aptusdt,TSMOM,8h,3949,25,929,26.725012242585525,11.204569675097545,0.8729817007534983,-0.015065723187101754,-151.40599883664254,160581.34269319611,75.92965063745079,-52.900221136930405,205.70107125444355,-72.00000000000098,3,-151.405998836644,96,0,52,781,True
ARB-TSMOM-H8,arbusdt,TSMOM,8h,3483,0,798,31.228886587989066,12.505020278539643,0.8909774436090225,-0.016888358810625448,-169.79208561999985,132916.4794608005,58.86902940080422,-50.54025465143163,193.1272596560832,-72.00000000000063,3,-169.7920856199998,76,0,41,681,True
BTC-TSMOM-H16,btcusdt,TSMOM,16h,2959,0,800,14.676805106955939,8.505973520040605,0.83875,-0.034085377270338335,-345.8094796162477,90281.78782716172,4.1692342940726475,-51.171221267871275,144.38580532148592,-70.00000000000085,6,-286.0418554166481,104,0,65,631,True
ETH-TSMOM-H16,ethusdt,TSMOM,16h,2959,0,809,30.836166417258145,10.226334732122393,0.8838071693448702,-0.02604262154884418,-263.10398389909824,139958.93597876685,11.646236095399164,-49.9033565510851,202.30748460778852,-70.00000000000077,4,-198.9950934954836,83,0,44,682,True
SOL-TSMOM-H16,solusdt,TSMOM,16h,2959,127,718,94.88939531294433,9.680541250203639,0.9428969359331476,-0.011468499999999882,-115.0,194314.82418337686,31.671437809660908,-50.478394710022286,290.0804111764961,-70.00000000000091,2,-114.99999999999955,41,0,22,655,True
XRP-TSMOM-H16,xrpusdt,TSMOM,16h,2959,121,630,48.16558804605279,4.967180821422589,0.9015873015873016,-0.014118694417237787,-141.58870557378395,144972.95766534886,11.735312350465783,-49.575837121935805,260.64552740653,-70.00000000000065,2,-135.83333333333968,52,0,31,547,True
LINK-TSMOM-H16,linkusdt,TSMOM,16h,2959,1,750,69.87060410247939,11.08359661870219,0.928,-0.011468499999999993,-115.0,179232.0767735052,24.429343212777447,-48.19345751496319,261.2564992518869,-70.00000000000053,2,-115.00000000000007,38,0,31,681,True
NEAR-TSMOM-H16,nearusdt,TSMOM,16h,2959,134,610,119.71920301092099,9.08271218382895,0.9426229508196722,-0.014807595547256636,-148.8065233506204,203243.1051554985,36.45561252381427,-48.91328204967388,356.44360004736876,-70.00000000000045,3,-148.80652335062388,30,0,18,562,True
BNB-TSMOM-H16,bnbusdt,TSMOM,16h,2959,76,802,23.09288958224452,9.302965035327384,0.8728179551122195,-0.020250283535422686,-204.01437728755263,113379.78066067306,6.8394156957278565,-50.31331338200138,169.30248375091028,-70.00000000000075,4,-204.01437728755226,74,0,52,676,True
DOGE-TSMOM-H16,dogeusdt,TSMOM,16h,2959,167,606,54.006581589432614,7.921847510145687,0.9075907590759076,-0.020132857555021144,-202.64170040485624,150098.96849359103,13.709675075986555,-50.56614938613942,278.05576883493575,-70.00000000000088,4,-175.9838788423147,44,0,27,535,True
AVAX-TSMOM-H16,avaxusdt,TSMOM,16h,2959,167,619,75.20571103391117,9.430203295618279,0.9240710823909531,-0.013267489952970779,-133.11671654554084,166106.3046375347,18.774734432963196,-47.62674793050031,294.3090241088605,-70.000000000001,2,-133.11671654552686,27,0,27,565,True
SUI-TSMOM-H16,suiusdt,TSMOM,16h,1681,0,417,119.02477586925549,11.174598512259672,0.9496402877697842,-0.011468499999999993,-115.0,124935.54593712791,50.889177829783605,-50.40731208744074,318.1669179064752,-70.00000000000078,2,-114.99999999999983,18,0,15,384,True
APT-TSMOM-H16,aptusdt,TSMOM,16h,1975,20,458,59.31202941317388,9.199344019803222,0.9148471615720524,-0.01364271930466976,-136.87357630979386,113066.03987560695,19.984095924750378,-49.717515523901355,274.4749951814775,-70.00000000000085,2,-89.99999999999844,32,0,21,405,True
ARB-TSMOM-H16,arbusdt,TSMOM,16h,1742,2,366,81.02783907987697,9.378796180881283,0.9344262295081968,-0.013950999999999936,-140.0,96305.59199956933,17.920189656812333,-50.141713760094014,285.1140149994492,-70.00000000000061,2,-139.99999999999943,17,0,15,334,True
BTC-TSMOM-D2,btcusdt,TSMOM,2D,987,0,277,91.2061145469139,7.026241264195591,0.9386281588447654,-0.008382359999999811,-84.0,65562.52335999053,2.2683741465665515,-42.75341023773048,254.95896666935383,-64.99208463126833,2,-83.99999999999845,15,0,10,252,True
ETH-TSMOM-D2,ethusdt,TSMOM,2D,987,13,262,133.94498726849594,7.197221668248964,0.9427480916030534,-0.008382359999999811,-84.0,82717.66312995105,3.4157577612368772,-41.479644991751016,337.4083311936328,-56.52022204600032,2,-83.99999999999889,8,0,10,244,True
SOL-TSMOM-D2,solusdt,TSMOM,2D,987,69,224,189.04975559056513,6.063511925537842,0.9464285714285714,-0.006700000000000039,-67.0,104052.43906818614,5.277938862408321,-46.11033160763415,493.42341060131014,-66.99999999999991,1,-66.99999999999991,9,0,5,210,True
XRP-TSMOM-D2,xrpusdt,TSMOM,2D,987,28,225,220.98551754709146,4.5756427713160495,0.96,-0.008748174885698567,-87.673577884103,91597.53766255769,3.9794753362423254,-46.26442821423449,425.9903588726196,-67.00000000000072,2,-87.67357788410001,12,0,4,209,True
LINK-TSMOM-D2,linkusdt,TSMOM,2D,987,28,220,600.2195067161364,7.33162342996087,0.9772727272727273,-0.004485048760792032,-44.85048760792051,100639.93848469653,4.996582837412448,-33.590341221108446,468.8739078641957,-44.850487607920826,1,-44.850487607920826,7,0,2,211,True
NEAR-TSMOM-D2,nearusdt,TSMOM,2D,987,107,176,767.1707909631682,5.763519874769727,0.9829545454545454,-0.0049750511247440565,-49.75051124744641,102475.7349941787,5.034099081002928,-44.58350374914645,593.1184133261629,-49.7505112474399,1,-49.7505112474399,3,0,2,171,True
BNB-TSMOM-D2,bnbusdt,TSMOM,2D,987,49,251,133.89063548553014,6.264985233029516,0.952191235059761,-0.008382359999999811,-84.0,66595.03039284846,2.3123989129275677,-41.76054878355199,280.7370584864062,-60.92531876137655,2,-83.9999999999972,10,0,9,232,True
DOGE-TSMOM-D2,dogeusdt,TSMOM,2D,987,114,150,424.1739873903649,4.417737518792818,0.98,-0.0064699336514953965,-64.69933651495376,62925.69115533444,2.034826116712413,-49.56644550498438,429.0774863391113,-64.6993365149538,1,-64.6993365149538,1,0,2,147,True
AVAX-TSMOM-D2,avaxusdt,TSMOM,2D,987,73,188,416.7344202066248,5.101310095916422,0.9680851063829787,-0.00492602739725978,-49.26027397259895,102608.07806860973,4.999075163629328,-41.13526692417892,565.1367564294216,-49.26027397259812,1,-49.26027397259812,6,0,3,179,True
SUI-TSMOM-D2,suiusdt,TSMOM,2D,561,62,90,183.60312594467365,4.667467441005602,0.9333333333333333,-0.010871859999999733,-109.0,52919.91401292826,4.0368860808143605,-48.3013947499109,633.4490759693779,-67.00000000000043,2,-108.99999999999966,5,0,2,83,True
ARB-TSMOM-D2,arbusdt,TSMOM,2D,581,9,116,335.29542090840766,6.013916950301986,0.9655172413793104,-0.006664108609055974,-66.64108609055984,54536.43131684351,4.151465886004598,-40.78460839266604,488.38901562869773,-66.64108609056025,1,-66.64108609056025,4,0,1,111,True
BTC-TSMOM-D3,btcusdt,TSMOM,3D,658,0,192,214.66054854517947,5.995366283784577,0.9635416666666666,-0.0057319923850653876,-57.31992385065678,57745.47706272088,1.822462617883231,-38.60962598043047,313.59861861937253,-57.319923850654106,1,-57.319923850654106,6,0,4,182,True
ETH-TSMOM-D3,ethusdt,TSMOM,3D,658,11,174,304.9157395073561,6.098517806482668,0.9712643678160919,-0.005927905053747851,-59.279050537479634,65617.2021475597,2.2324392239691186,-43.18118058243673,389.5450180501296,-59.27905053747874,1,-59.27905053747874,5,0,3,166,True
SOL-TSMOM-D3,solusdt,TSMOM,3D,658,40,151,679.4430411340583,5.229836620515046,0.9801324503311258,-0.006518285027380721,-65.18285027380625,101212.06662480725,4.811408258356397,-49.727616757935046,684.8733072640612,-65.18285027380718,1,-65.18285027380718,3,0,2,146,True
XRP-TSMOM-D3,xrpusdt,TSMOM,3D,658,39,138,255.33692897698424,2.3958134008242253,0.9565217391304348,-0.006087581532165154,-60.87581532164768,76832.38622842931,2.542542025819195,-50.348165153386034,584.3520849950728,-60.875815321650705,1,-60.875815321650705,6,0,2,130,True
LINK-TSMOM-D3,linkusdt,TSMOM,3D,658,36,143,610.2352083217049,5.376664869763884,0.9790209790209791,-0.00484968152866283,-48.49681528662768,84600.0537352098,3.4134123031576538,-46.28757091931834,605.2779746283411,-48.496815286628305,1,-48.496815286628305,3,0,1,139,True
BNB-TSMOM-D3,bnbusdt,TSMOM,3D,658,34,168,94.56804837734366,5.32816424686912,0.9166666666666666,-0.010715431589562563,-107.42911819203437,57557.157779626374,1.7968581291600576,-43.938348902049796,377.7421731445136,-65.42911819203205,2,-107.42911819203178,11,0,8,149,True
DOGE-TSMOM-D3,dogeusdt,TSMOM,3D,658,73,105,335.95869555656395,2.873164369642276,0.9619047619047619,-0.008382360000000033,-84.0,58327.70439840743,1.7110840611372202,-43.533505154636096,579.2261229606534,-66.99999999999991,2,-83.99999999999928,3,0,2,100,True
AVAX-TSMOM-D3,avaxusdt,TSMOM,3D,658,27,145,1442.2257499270718,4.290286822496031,0.9862068965517241,-0.0041999999999999815,-42.0,97854.32134623885,4.382750021578669,-33.94829760403268,684.7707548352931,-41.999999999999275,1,-41.999999999999275,2,0,1,142,True
SUI-TSMOM-D3,suiusdt,TSMOM,3D,374,13,86,560.5054837849237,4.282929487377561,0.9767441860465116,-0.005388208009990292,-53.88208009990194,54514.24371296226,4.217614962712105,-48.7164516638748,650.1390073367858,-53.88208009990143,1,-53.88208009990143,3,0,0,83,True
ARB-TSMOM-D3,arbusdt,TSMOM,3D,388,0,88,188.49596732472867,5.125043400126493,0.9204545454545454,-0.006664108609055974,-66.64108609055984,55734.21889570755,4.187290275247333,-42.46508009970017,691.7465982272281,-66.64108609056025,1,-66.64108609056025,5,0,2,81,True
BTC-RSI-H6,btcusdt,RSI_REVERT,6h,7889,0,103,9.35484203007834,3.073167090111914,0.7864077669902912,-0.010089877069377251,-101.15329116223484,8447.10327132299,0.1669929705941664,-45.95649303999951,116.76723602719728,-63.42784396201156,2,-101.15329116223475,12,0,15,76,True
ETH-RSI-H6,ethusdt,RSI_REVERT,6h,7889,0,124,10.517240439842617,3.414213011974021,0.8064516129032258,-0.02548451895326098,-257.00324950149206,11967.950380925187,0.24407141793763554,-52.39592320454838,132.25452537834346,-72.00000000000064,5,-254.4038160027622,14,0,14,96,True
LINK-RSI-H6,linkusdt,RSI_REVERT,6h,7889,0,100,16.954887323475212,3.170626240268743,0.83,-0.01186616000000007,-119.00000000000091,13992.787678324657,0.2891898733675766,-51.58953121138214,179.1543338423875,-72.00000000000074,2,-119.00000000000063,8,0,11,81,True
DOGE-RSI-H6,dogeusdt,RSI_REVERT,6h,7889,0,125,34.18744544911625,2.429833423727841,0.872,-0.014076738944422074,-141.02048415870377,24707.593497846156,0.5490789554744908,-46.53038438836833,233.50531787211048,-71.9999999999992,2,-93.9999999999988,9,0,12,104,True
AVAX-RSI-H6,avaxusdt,RSI_REVERT,6h,7889,0,120,17.283390297809238,3.986253490080315,0.8416666666666667,-0.014183689302901037,-142.36767178720947,15573.943782663422,0.32824178989055564,-50.33848828332805,163.6670798024422,-72.00000000000058,2,-118.99999999999982,15,0,12,93,True
BTC-BOLL-H6,btcusdt,BOLLINGER,6h,7889,0,952,5.843740609672213,7.0389437363412135,0.7636554621848739,-0.03084806112722971,-312.1933345132129,54927.78176778359,1.7276907536202204,-50.39978277036664,91.15231484335092,-72.0000000000009,4,-208.14810751508506,215,0,100,637,True
ETH-BOLL-H6,ethusdt,BOLLINGER,6h,7889,0,570,12.006378476758783,7.607889661772722,0.8368421052631579,-0.024084381049695236,-243.0918025849387,52530.58322260758,1.6111600564675554,-51.31978534819494,120.13275316559687,-72.00000000000094,4,-193.4705583591728,84,0,37,449,True
SOL-BOLL-H6,solusdt,BOLLINGER,6h,7889,0,331,21.878909731631065,5.597269109466448,0.8700906344410876,-0.014348160000000165,-144.0,48473.41045088584,1.4075598653318262,-53.991737577612334,176.3717193289,-72.0000000000008,2,-144.0000000000013,28,0,23,280,True
XRP-BOLL-H6,xrpusdt,BOLLINGER,6h,7889,0,475,15.716251333874183,6.6475794354812985,0.8568421052631578,-0.01643241979348331,-165.17117268659058,52746.5590562406,1.6131312818260728,-52.70939415243955,138.40490874350496,-72.00000000000102,2,-135.68014198383008,65,0,31,379,True
LINK-BOLL-H6,linkusdt,BOLLINGER,6h,7889,0,329,20.537163460709,6.3226730726111775,0.878419452887538,-0.019414334463842664,-195.35239143333456,44263.231669410736,1.238291209071643,-56.63978775428182,160.99938816464356,-72.00000000000087,3,-191.00000000000148,36,0,14,279,True
BNB-BOLL-H6,bnbusdt,BOLLINGER,6h,7889,0,328,11.27306061418793,5.09239261408304,0.8414634146341463,-0.014033833822999942,-141.0,27434.548716088957,0.6501440926887889,-51.356406345034316,109.0763835001114,-72.00000000000077,3,-140.99999999999835,44,0,27,257,True
DOGE-BOLL-H6,dogeusdt,BOLLINGER,6h,7889,0,1482,15.379791433979396,10.272323409727496,0.8427800269905533,-0.027901652428960033,-280.7280008504167,172048.7399134144,21.663549200180466,-51.35030034758331,147.32855075612588,-72.00000000000092,6,-229.4265189394864,199,0,120,1163,True
AVAX-BOLL-H6,avaxusdt,BOLLINGER,6h,7889,0,1414,22.99180350951955,10.592971666673467,0.8705799151343706,-0.02558517158457041,-258.4370687737537,206941.17863659232,41.195358979888155,-51.420344506023206,175.75231655661642,-72.00000000000077,5,-241.72177879133255,136,0,99,1179,True
BTC-RSI-H12,btcusdt,RSI_REVERT,12h,3945,0,48,18.40162676913087,2.7275090624754017,0.8541666666666666,-0.008979749999999953,-89.99999999999909,5669.062394936542,0.10912420452092286,-46.53967512141708,146.21561270210876,-55.77772584992214,2,-89.99999999999886,4,0,6,38,False
ETH-RSI-H12,ethusdt,RSI_REVERT,12h,3945,0,47,37.5571609716157,2.024654279419274,0.851063829787234,-0.006810325319630106,-68.10325319630101,11925.276097826481,0.23680577620298426,-46.60129030371952,306.28712824881285,-68.10325319630145,1,-68.10325319630145,7,0,2,38,False
SOL-RSI-H12,solusdt,RSI_REVERT,12h,3945,0,48,91.38682032015527,2.9590765720479926,0.9375,-0.007000000000000006,-69.99999999999909,14461.891251224753,0.2968326430406305,-53.333333333333016,324.93091669388343,-69.99999999999953,1,-69.99999999999953,5,0,2,41,False
LINK-RSI-H12,linkusdt,RSI_REVERT,12h,3945,0,50,69.48650901389497,3.1597995555458236,0.92,-0.0044999999999999485,-45.0,10885.487145942709,0.21817325720883218,-39.735881207400254,240.09631892983285,-44.999999999999886,1,-44.999999999999886,2,0,3,45,True
DOGE-RSI-H12,dogeusdt,RSI_REVERT,12h,3945,0,52,44.345622627117244,2.44443449053295,0.8846153846153846,-0.008979749999999953,-90.0,11715.83324239655,0.23458151026205232,-45.04812148000332,260.56786894079505,-70.00000000000074,2,-89.9999999999994,5,0,4,43,True
AVAX-RSI-H12,avaxusdt,RSI_REVERT,12h,3945,0,51,66.05927358204778,3.1614626603465994,0.9019607843137255,-0.013439341124999782,-134.9999999999991,14638.336555960512,0.30170119249307703,-44.999999999999275,323.11601208609807,-44.999999999999886,3,-134.99999999999847,0,0,5,46,True
BTC-BOLL-H12,btcusdt,BOLLINGER,12h,3945,0,727,14.929794450403893,7.91234578902202,0.8569463548830811,-0.018508474387209817,-185.82361272222624,71764.82116025826,2.6986545403118987,-49.537440036681,123.46182170798234,-70.0000000000008,3,-157.51712328767002,118,0,47,562,True
SOL-BOLL-H12,solusdt,BOLLINGER,12h,3945,0,158,72.76627902342933,4.566214392700731,0.9177215189873418,-0.011468499999999993,-115.0,41443.3257923095,1.1047749824863704,-44.42125440040164,289.79863516906704,-69.99999999999969,2,-114.99999999999922,13,0,6,139,True
XRP-BOLL-H12,xrpusdt,BOLLINGER,12h,3945,0,199,20.678173324472873,4.896271506722671,0.8592964824120602,-0.017359580214324488,-174.5942589014594,27557.638614103376,0.6508381476389509,-50.014875001182816,169.34535154465792,-70.00000000000065,3,-174.59425890145664,24,0,15,160,True
LINK-BOLL-H12,linkusdt,BOLLINGER,12h,3945,0,130,66.64599162252465,4.884825421263941,0.9153846153846154,-0.016556707843387475,-166.5384615384628,32086.94579482425,0.7854427592974449,-44.43523511732377,273.74565866483033,-70.00000000000068,4,-166.53846153846342,10,0,3,117,True
DOGE-BOLL-H12,dogeusdt,BOLLINGER,12h,3945,0,209,71.4634312781221,4.92540338499616,0.9330143540669856,-0.008979749999999731,-90.0,45809.68659083309,1.281701537700735,-46.43714351432301,238.25541846171086,-70.0000000000006,2,-89.99999999999855,14,0,8,187,True
BTC-RSI-H8,btcusdt,RSI_REVERT,8h,5917,0,67,10.88637715329216,2.2817395306931787,0.7761194029850746,-0.018640674328132434,-187.66334478984754,7266.6858195869545,0.14121280941614534,-49.001339296921,153.8789597892456,-72.00000000000082,3,-166.00000000000077,5,0,12,50,True
NEAR-DONCH-H6,nearusdt,DONCHIAN,6h,7889,0,92,63.842737125695514,3.070893301666651,0.9130434782608695,-0.0093779100000001,-94.0,23314.168663926535,0.5178366943972226,-46.37403169059631,281.9662013982298,-60.55655794587481,2,-93.99999999999909,10,0,5,77,True
SUI-DONCH-H6,suiusdt,DONCHIAN,6h,4479,0,30,53.257745182870636,3.0085624097102084,0.9333333333333333,-0.007090260461671272,-70.90260461671414,6161.324268456948,0.21737262179671601,-58.95130230835662,224.25810260977357,-70.9026046167141,1,-70.9026046167141,4,0,1,25,False
APT-DONCH-H4,aptusdt,DONCHIAN,4h,7897,0,52,15.571129854516546,2.05761864770679,0.8076923076923077,-0.02215355285166376,-223.06944643123484,8017.155533559849,0.2402035093395689,-55.02082277493952,203.98485145974394,-72.00000000000043,2,-119.00000000000014,8,0,5,39,True
APT-DONCH-H6,aptusdt,DONCHIAN,6h,5265,2,24,21.053118672377973,1.0348099021247559,0.8333333333333334,-0.011573775423270649,-115.89371075060035,4569.34611350831,0.12647023459617102,-56.96552975326381,239.86041162606827,-72.00000000000063,2,-83.86211901305461,4,0,1,19,False
ARB-DONCH-H6,arbusdt,DONCHIAN,6h,4643,0,34,23.080542040362683,2.733579732706677,0.8823529411764706,-0.007199999999999984,-72.0,5368.935787310217,0.18020740779951283,-60.7880886426603,187.0696047293619,-72.00000000000036,1,-72.00000000000036,5,0,1,28,False
BTC-RSI-D1,btcusdt,RSI_REVERT,1D,1973,0,21,33.99727042491968,1.7232807564844583,0.8571428571428571,-0.006932079638059863,-69.43602769692689,4197.702562969315,0.07889221959573867,-42.40454345580447,240.27312185204045,-57.77760267048644,2,-69.43602769692698,2,0,1,18,False
DOGE-RSI-D1,dogeusdt,RSI_REVERT,1D,1973,0,26,41.47387909042902,1.8970473437556836,0.8461538461538461,-0.006699999999999928,-67.0,7811.45866445273,0.14999431024676113,-48.24999999999955,363.83903020239666,-66.99999999999984,1,-66.99999999999984,2,0,3,21,False
LINK-RSI-D1,linkusdt,RSI_REVERT,1D,1973,0,16,28.868102919381904,1.6191776038670533,0.8125,-0.0042000000000000925,-41.99999999999977,3511.380967842061,0.06555655167655128,-41.9999999999993,279.7985359878507,-41.99999999999975,1,-41.99999999999975,0,0,3,13,False
ETH-RSI-H8,ethusdt,RSI_REVERT,8h,5917,0,83,21.952503026924088,3.285849622958263,0.8554216867469879,-0.013917069544490679,-139.31799009086444,12539.58215818113,0.2560220040589636,-49.87304755453995,185.04308068782544,-72.00000000000034,2,-138.40381600276498,6,0,6,71,True
BNB-RSI-H8,bnbusdt,RSI_REVERT,8h,5917,0,64,32.74886765148742,2.884727538502056,0.890625,-0.007530400948319804,-75.3500115702027,10317.3115521966,0.20603004155631943,-46.423754903420864,186.70662871088672,-47.00000000000003,1,-47.00000000000003,5,0,6,53,True
DOGE-RSI-H8,dogeusdt,RSI_REVERT,8h,5917,0,96,51.5870313801599,0.9537877203742753,0.8541666666666666,-0.009377909999999767,-94.0,29984.86132209869,0.5749776842809617,-42.33843635982432,372.89755403824677,-71.99999999999962,2,-93.9999999999988,16,0,5,75,False
XRP-RSI-H8,xrpusdt,RSI_REVERT,8h,5917,0,78,16.86143491365793,2.5920428852374813,0.8461538461538461,-0.00937790999999999,-93.99999999999864,10018.44731844442,0.19936125206726096,-52.63525112418925,161.36470199901044,-72.00000000000065,2,-93.99999999999864,11,0,5,62,True
APT-RSI-H8,aptusdt,RSI_REVERT,8h,3949,0,67,19.449229961954238,3.9969497171055224,0.835820895522388,-0.009086448965729188,-91.07162630090625,10476.709054998008,0.330718342128121,-51.62427363488853,197.2245725889604,-72.00000000000063,2,-91.07162630090616,9,0,3,55,True
SOL-RSI-H8,solusdt,RSI_REVERT,8h,5917,0,83,40.777069609254504,3.5232442558024677,0.9036144578313253,-0.007199999999999984,-72.0,16634.298628853514,0.3515478641214804,-52.27351710501378,227.36649020924833,-72.00000000000031,1,-72.00000000000031,7,0,3,73,True
LINK-RSI-H8,linkusdt,RSI_REVERT,8h,5917,0,70,34.46131473766667,2.7965491802191234,0.8571428571428571,-0.011255944977897614,-112.86903423990407,15729.582558640483,0.326947259933962,-47.008262173673764,269.9944196729537,-65.86903423990321,2,-112.8690342399029,6,0,5,59,True
ARB-RSI-H8,arbusdt,RSI_REVERT,8h,3483,0,58,43.79111660050453,3.506934240653943,0.9310344827586207,-0.007199999999999984,-72.00000000000045,10290.88552902378,0.3725674020437204,-60.12279151943447,195.02549435373186,-72.00000000000036,1,-72.00000000000036,5,0,1,52,True
NEAR-RSI-H8,nearusdt,RSI_REVERT,8h,5917,0,99,23.932176448459852,3.4414842126810705,0.8686868686868687,-0.011866159999999959,-118.99999999999818,16743.15997006243,0.35448988096418343,-56.16280623023868,203.17763315180838,-72.00000000000017,2,-118.9999999999988,7,0,7,85,True
BTC-BOLL-H8,btcusdt,BOLLINGER,8h,5917,0,720,8.669898956584866,7.4701729172365265,0.8,-0.03439565413855028,-345.4881564303287,58241.88362829848,1.8961929025326292,-52.73309693985956,114.29765553409426,-72.00000000000078,3,-176.0090370580176,120,0,68,532,True
ETH-BOLL-H8,ethusdt,BOLLINGER,8h,5917,0,276,17.02795122086147,5.421651794277388,0.8478260869565217,-0.018980723647999853,-191.0,36312.52380345626,0.9353619740360379,-53.94225925500554,164.8636696246431,-72.00000000000063,3,-190.99999999999943,29,0,17,230,True
SOL-BOLL-H8,solusdt,BOLLINGER,8h,5917,0,575,30.688225414839888,7.105252572064331,0.888695652173913,-0.013754853660994382,-138.17436691743205,99903.12741475074,5.0670649659202,-52.57930859940214,202.09041715286196,-72.00000000000077,3,-138.174366917426,54,0,31,490,True
BNB-BOLL-H8,bnbusdt,BOLLINGER,8h,5917,0,593,10.963002055950009,6.259766241389675,0.8111298482293423,-0.0253910754828226,-256.09668661030446,58633.44894077375,1.9022484823377397,-52.54570199135375,134.13423609938738,-72.00000000000092,4,-254.27105638020868,96,0,48,449,True
AVAX-BOLL-H8,avaxusdt,BOLLINGER,8h,5917,0,284,41.15189029017566,5.0706116194853985,0.9049295774647887,-0.011866159999999959,-119.0,51292.2177282995,1.5215434424013181,-47.31313405136535,204.55125427115317,-72.00000000000057,2,-118.99999999999883,26,0,13,245,True
LINK-BOLL-H8,linkusdt,BOLLINGER,8h,5917,0,286,23.43208241023446,5.477563053454613,0.8706293706293706,-0.012830084037944833,-128.70914623232238,42717.80251180982,1.1705022532807368,-51.468035018235305,179.20530043166485,-72.0000000000005,2,-128.70914623232153,31,0,14,241,True
XRP-BOLL-H8,xrpusdt,BOLLINGER,8h,5917,0,371,16.135390850106443,5.175907294046869,0.8436657681940701,-0.01728097874514356,-173.79843444228027,46493.91167907328,1.3215686575688546,-52.96322868827247,158.35712122362017,-72.00000000000065,3,-173.79843444227822,39,0,34,298,True
DOGE-BOLL-H8,dogeusdt,BOLLINGER,8h,5917,0,308,31.973771043803307,1.9538503684109978,0.8733766233766234,-0.033076359648079756,-335.1537315125388,64611.38630215397,1.9310883176820108,-53.48726219138203,247.94568597627477,-72.00000000000024,3,-153.33477446591164,34,0,15,259,True
