tag,symbol,kind,tf,n_bars,blowoff_skips,trades,pf,sharpe,win,mdd_cmp,mdd_bp,cum_bp,cagr,avg_loss_bp,avg_win_bp,worst_bp,max_loss_streak,max_run_loss_bp,n_sl,n_time,n_kill,n_giveback,passes
SUI-BOLL-H8,suiusdt,BOLLINGER,8h,3360,0,193,31.497950026807306,7.1592121093551,0.8911917098445595,-0.007200000000000095,-72.0,34190.6614994031,1.9832843872144017,-53.3847926380531,205.30082642326866,-72.00000000000048,1,-72.00000000000048,12,0,13,168,True
APT-BOLL-H8,aptusdt,BOLLINGER,8h,3949,0,180,38.869354823567384,5.659807337408407,0.9,-0.008616171840228004,-86.34664764621448,31371.195198266607,1.343003347215686,-46.022547408091754,198.76296945439665,-67.12437201323479,2,-86.34664764621573,15,0,9,156,True
NEAR-BOLL-H8,nearusdt,BOLLINGER,8h,5917,0,355,29.413619505128445,7.099264139126825,0.8901408450704226,-0.017792430909355006,-178.9743746186723,60655.80905262018,2.0077229962679395,-54.737030420030614,198.70428240190327,-72.00000000000067,3,-178.97437461867287,24,0,19,312,True
ARB-BOLL-H8,arbusdt,BOLLINGER,8h,3483,0,211,18.037288757780253,6.837855220575069,0.8625592417061612,-0.011866159999999959,-119.00000000000045,25962.24877459429,1.2353296732374601,-52.5465037584578,151.022513096646,-72.00000000000038,2,-119.00000000000023,20,0,17,174,True
BNB-RSI-H16,bnbusdt,RSI_REVERT,16h,2959,0,24,137.01170897146991,2.816720092715701,0.9583333333333334,-0.0047000000000000375,-47.0,6392.550321659071,0.12288699141090986,-46.99999999999988,279.9804487677857,-46.99999999999988,1,-46.99999999999988,0,0,1,23,False
XRP-RSI-H16,xrpusdt,RSI_REVERT,16h,2959,0,41,107.05034900574601,2.7050999863245275,0.9512195121951219,-0.005198514115899,-51.98514115898979,10041.022935994706,0.19887298497584616,-47.340829285958606,259.88986139914414,-51.9851411589899,1,-51.9851411589899,3,0,0,38,False
LINK-RSI-H16,linkusdt,RSI_REVERT,16h,2959,0,36,50.18022691144967,2.3831803240888396,0.8888888888888888,-0.009023344523268029,-90.30226922422116,9623.444818543852,0.18903513984932618,-48.9192782491179,306.84756036063504,-71.99999999999955,1,-71.99999999999955,3,0,1,32,False
NEAR-RSI-H16,nearusdt,RSI_REVERT,16h,2959,0,41,48.51832173006206,2.734044135986775,0.9024390243902439,-0.011866159999999959,-119.0,11309.360571754773,0.2259512051717263,-59.50000000000001,312.0908262636425,-72.00000000000016,2,-119.00000000000018,2,0,2,37,False
BTC-RSI-H16,btcusdt,RSI_REVERT,16h,2959,0,37,19.747475246216023,2.1981328973702037,0.8378378378378378,-0.01348870539659719,-135.31286263460424,5700.763245766059,0.10912884549344937,-50.680275351714336,193.7046741250434,-71.99999999999993,1,-71.99999999999993,6,0,2,29,False
SOL-RSI-H16,solusdt,RSI_REVERT,16h,2959,0,32,999.0,2.6123280587221505,1.0,0.0,0.0,10242.53577557696,0.20219299328685514,0.0,320.07924298677995,0.9430313481550425,0,0.0,1,0,0,31,False
DOGE-RSI-H16,dogeusdt,RSI_REVERT,16h,2959,0,48,90.74527861430131,2.8990800954642064,0.9166666666666666,-0.0047000000000000375,-47.0,14215.930307538763,0.2910800545320211,-39.60077490158182,326.68939561693395,-46.9999999999999,1,-46.9999999999999,5,0,2,41,False
LINK-BOLL-H16,linkusdt,BOLLINGER,16h,2959,0,278,42.18243599706185,6.1997535999306415,0.9064748201438849,-0.011866159999999959,-119.0,62537.5123895973,2.090035842685247,-58.40569844467286,254.19071646491585,-72.00000000000061,2,-118.9999999999998,26,0,11,241,True
XRP-BOLL-H16,xrpusdt,BOLLINGER,16h,2959,0,150,30.08070296430609,4.8814571560713045,0.8933333333333333,-0.0093779100000001,-94.0,24571.875125695442,0.5633925607206665,-52.809665476138875,189.67783412920642,-72.00000000000065,2,-94.0000000000006,8,0,10,132,True
BTC-BOLL-H16,btcusdt,BOLLINGER,16h,2959,0,514,21.93966483282353,8.037602989526064,0.8793774319066148,-0.020146229065417853,-202.96876893187073,66910.92367127485,2.3827720192075175,-51.538955132614824,155.10251966702867,-72.00000000000074,4,-202.9687689318696,56,0,28,430,True
NEAR-BOLL-H16,nearusdt,BOLLINGER,16h,2959,0,105,66.91269100955509,3.388046382872051,0.9142857142857143,-0.011866159999999737,-119.0,27322.36998525664,0.631250426751222,-46.05818455827647,288.92597548209517,-72.0000000000001,3,-118.99999999999957,7,0,4,94,True
ETH-BOLL-H16,ethusdt,BOLLINGER,16h,2959,0,264,44.8942267578395,6.627115442475891,0.9204545454545454,-0.007199999999999984,-72.0,49223.52292374392,1.443552629522617,-53.40058260997642,207.18080312161914,-72.00000000000001,1,-72.00000000000001,19,0,9,236,True
XRP-DONCH-H8,xrpusdt,DONCHIAN,8h,5917,5,52,87.0491138423592,2.58835871045367,0.9230769230769231,-0.007200000000000095,-72.0,16604.275682942018,0.34469514692041736,-48.24069342933857,349.9424678470702,-72.00000000000054,1,-72.00000000000054,3,0,1,48,True
NEAR-DONCH-H8,nearusdt,DONCHIAN,8h,5917,1,83,71.2960358401083,3.446214260224829,0.927710843373494,-0.010350853313298436,-103.7370398196872,22349.0739211155,0.4941417020156418,-52.9879901334919,294.37664755735665,-71.99999999999974,2,-103.73703981968553,7,0,2,74,True
SUI-DONCH-H8,suiusdt,DONCHIAN,8h,3360,1,22,999.0,2.9436824628057803,1.0,0.0,0.0,6180.50059752577,0.21714002992424386,0.0,280.9318453420804,2.9616957976930047,0,0.0,1,0,0,21,False
BTC-DONCH-H8,btcusdt,DONCHIAN,8h,5917,0,65,7.957450429255425,2.3782074943112557,0.7692307692307693,-0.016487085307539617,-165.62552986383525,5726.13057956337,0.1101973037530728,-54.86809320730029,130.9830395534575,-72.00000000000023,2,-118.9999999999998,11,0,7,47,True
ARB-DONCH-H8,arbusdt,DONCHIAN,8h,3483,0,22,66.42778747346922,3.535752275442804,0.9545454545454546,-0.007200000000000095,-72.0,4710.800698089768,0.1568494118342394,-71.99999999999979,227.75241419475094,-71.99999999999979,1,-71.99999999999979,1,0,0,21,False
XRP-DONCH-H16,xrpusdt,DONCHIAN,16h,2959,11,19,166.79018043011527,1.9818407710947243,0.9473684210526315,-0.0046999999999999265,-46.99999999999909,7792.1384802153025,0.1490327582650035,-46.9999999999993,435.5076933452945,-46.9999999999993,1,-46.9999999999993,0,0,1,18,False
BNB-DONCH-H16,bnbusdt,DONCHIAN,16h,2959,7,29,38.7008687217664,1.5657926083911358,0.8620689655172413,-0.007199999999999873,-71.99999999999909,7124.761900536556,0.13544466868187266,-47.24534302589632,292.5497309056056,-71.99999999999929,1,-71.99999999999929,2,0,2,25,False
BTC-DONCH-H16,btcusdt,DONCHIAN,16h,2959,0,32,24.61564728000895,2.075714226142687,0.875,-0.005742260699081458,-57.42260699081544,4441.670955338375,0.08422760457555145,-47.020423605944586,165.34830892007693,-57.42260699081568,1,-57.42260699081568,3,0,2,27,False
LINK-DONCH-H16,linkusdt,DONCHIAN,16h,2959,3,21,114.17449081089748,1.494260804415422,0.9523809523809523,-0.005376498018185294,-53.764980181854526,6084.824255539384,0.11454879146166896,-53.764980181854554,306.9294617860619,-53.764980181854554,1,-53.764980181854554,2,0,0,19,False
SUI-DONCH-H16,suiusdt,DONCHIAN,16h,1681,0,19,129.30460669569652,2.822292468432135,0.9473684210526315,-0.0046999999999999265,-47.000000000000455,6030.316514697777,0.21060110120721265,-47.00000000000032,337.6286952609877,-47.00000000000032,1,-47.00000000000032,0,0,1,18,False
NEAR-DONCH-H16,nearusdt,DONCHIAN,16h,2959,0,59,123.8279687109193,3.117748668293088,0.9322033898305084,-0.007200000000000095,-72.00000000000182,25794.551412560726,0.5791513180590993,-52.501379944801634,472.8101260425442,-72.00000000000105,1,-72.00000000000105,2,0,2,55,True
SOL-DONCH-H16,solusdt,DONCHIAN,16h,2959,10,29,999.0,2.4892871659783853,1.0,0.0,0.0,11332.999094651032,0.2244441498332168,0.0,390.793072229346,14.85636856368639,0,0.0,0,0,0,29,False
DOGE-DONCH-H16,dogeusdt,DONCHIAN,16h,2959,9,12,999.0,1.5586623465861411,1.0,0.0,0.0,3794.251703185609,0.07056000593588263,0.0,316.18764193213406,32.50749384833209,0,0.0,0,0,0,12,False
BNB-DONCH-D2,bnbusdt,DONCHIAN,2D,987,2,32,999.0,2.687256465383611,1.0,0.0,0.0,10321.662132647178,0.2038697320280305,0.0,322.55194164522425,21.73443983402474,0,0.0,0,0,0,32,False
XRP-DONCH-D2,xrpusdt,DONCHIAN,2D,987,4,6,147.71794555337854,0.9771786246946537,0.8333333333333334,-0.006961314622440762,-69.61314622440841,10213.49779755205,0.17587102673597066,-69.61314622440786,2056.622188755292,-69.61314622440786,1,-69.61314622440786,1,0,0,5,False
BTC-DONCH-D2,btcusdt,DONCHIAN,2D,987,0,17,89.67700394361171,2.3225460316234785,0.9411764705882353,-0.0046999999999999265,-46.999999999999545,4167.819185349714,0.07854362006049564,-46.999999999999595,263.4261990843571,-46.999999999999595,1,-46.999999999999595,1,0,1,15,False
ETH-DONCH-D2,ethusdt,DONCHIAN,2D,987,2,14,999.0,2.274114060650948,1.0,0.0,0.0,5247.031108911187,0.09900544584500026,0.0,374.7879363507991,32.39411633786621,0,0.0,0,0,0,14,False
LINK-DONCH-D2,linkusdt,DONCHIAN,2D,987,3,11,999.0,4.579102167870593,1.0,0.0,0.0,6812.718810017048,0.12963098030821119,0.0,619.3380736379133,413.68665377176006,0,0.0,0,0,0,11,False
BTC-DONCH-D3,btcusdt,DONCHIAN,3D,658,1,11,999.0,1.3130556280907504,1.0,0.0,0.0,3570.320709837063,0.06591404078291219,0.0,324.5746099851875,4.124426934568417,0,0.0,1,0,0,10,False
ETH-DONCH-D3,ethusdt,DONCHIAN,3D,658,3,13,999.0,1.270433883760642,1.0,0.0,0.0,5594.617056554736,0.10344652782266595,0.0,430.35515819651823,15.329902738192713,0,0.0,0,0,0,13,False
XRP-DONCH-D3,xrpusdt,DONCHIAN,3D,658,2,10,999.0,0.9203276916615329,1.0,0.0,0.0,13721.357115603556,0.23849145749292489,0.0,1372.1357115603555,83.18539040495,0,0.0,0,0,0,10,False
BNB-DONCH-D3,bnbusdt,DONCHIAN,3D,658,4,25,113.70405015935684,2.0598965519132064,0.92,-0.006664098203061575,-66.6409820306153,13232.993737830038,0.26157178053638863,-58.70682428501625,580.4524950608727,-66.64098203061513,1,-66.64098203061513,2,0,0,23,False
DOGE-DONCH-D3,dogeusdt,DONCHIAN,3D,658,5,10,155.32634282294399,0.7477265356276891,0.9,-0.006944171088599238,-69.44171088599433,10716.685280403666,0.1801711906554202,-69.44171088599396,1198.4585545877399,-69.44171088599396,1,-69.44171088599396,1,0,0,9,False
XRP-DONCH-H2,xrpusdt,DONCHIAN,2h,23661,3,122,16.39417768909713,2.4584599922668406,0.8114754098360656,-0.018301084063009232,-183.93384414128195,16356.30173947132,0.3416483905839187,-46.19561812604789,175.94748440778207,-70.00000000000047,2,-139.9999999999994,17,0,10,95,True
NEAR-DONCH-H2,nearusdt,DONCHIAN,2h,23661,0,195,16.52172991882828,4.428850066891396,0.8461538461538461,-0.013026121828875747,-130.6837412255809,25204.10735944638,0.5813924014813732,-54.126499840873876,162.59334760407637,-72.00000000000055,2,-130.68374122558106,20,0,15,160,True
XRP-DONCH-H3,xrpusdt,DONCHIAN,3h,15776,1,126,19.400407800307057,1.9537217940065974,0.8095238095238095,-0.015916891749999995,-160.0,21505.22476051694,0.4588655909829824,-48.69734635301145,222.29373600969834,-70.0000000000004,3,-159.99999999999966,22,0,12,92,True
NEAR-DONCH-H3,nearusdt,DONCHIAN,3h,15776,0,191,28.685572139913443,5.257240223726881,0.900523560209424,-0.013743328654047038,-137.93740938946212,26466.595227028018,0.619885389796702,-50.31424632005906,159.43352271575085,-72.00000000000092,2,-119.00000000000003,14,0,9,168,True
XRP-DONCH-H4,xrpusdt,DONCHIAN,4h,11833,3,60,20.786681449033335,1.5690534400562777,0.8,-0.013950999999999936,-140.0,11990.93357565068,0.23518714564014442,-50.500861764587334,262.4363316005361,-70.00000000000044,2,-139.9999999999999,11,0,4,45,True
XRP-DONCH-H6,xrpusdt,DONCHIAN,6h,7889,8,53,54.35889931551874,2.5786955552612816,0.8867924528301887,-0.011468499999999993,-115.0,13419.227222797372,0.2725701649171699,-41.91499260959756,290.86632294585013,-70.00000000000053,2,-114.9999999999998,5,0,2,46,True
BNB-DONCH-H6,bnbusdt,DONCHIAN,6h,7889,4,74,19.5174906264201,2.726711307550866,0.8513513513513513,-0.011661968006562273,-116.94831829367922,10378.625658986406,0.20730443320347147,-50.952445046633386,173.63654848411704,-69.99999999999976,2,-116.94831829367888,7,0,7,60,True
XRP-DONCH-H12,xrpusdt,DONCHIAN,12h,3945,9,25,90.54797899259512,2.0236903799835306,0.88,-0.0044999999999999485,-45.0,11428.54388474311,0.22384546401393557,-42.541603630861616,525.280395256168,-44.999999999999766,1,-44.999999999999766,1,0,2,22,False
NEAR-DONCH-H12,nearusdt,DONCHIAN,12h,3945,5,31,180.71230865383663,2.6988365279410034,0.967741935483871,-0.0047000000000000375,-46.99999999999886,8446.47850673011,0.16491994761141537,-46.99999999999883,283.115950224337,-46.99999999999883,1,-46.99999999999883,1,0,1,29,False
ETH-TSMOM-H12,ethusdt,TSMOM,12h,3945,0,1061,26.699193298406286,11.629158206396765,0.8850141376060321,-0.014181230268026312,-142.4788938206766,141864.05873026815,12.242333194674453,-45.24734064702723,156.95871596294518,-67.00000000000036,3,-142.4788938206699,103,0,65,893,True
SOL-TSMOM-H12,solusdt,TSMOM,12h,3945,25,1042,61.50447970977051,12.18745348638971,0.9222648752399232,-0.013267555322485025,-133.07812312492752,238878.45680098233,73.40678485577263,-48.74212231517099,252.68113289127106,-70.00000000000072,2,-115.00000000000031,86,0,33,923,True
BNB-TSMOM-H12,bnbusdt,TSMOM,12h,3945,63,1088,15.055974451493864,10.054727885450324,0.8299632352941176,-0.021702568318325732,-218.6913787208323,126541.1819413424,8.996225554513861,-48.663035866533235,150.10392422663455,-70.00000000000092,4,-200.5341557081336,135,0,91,862,True
LINK-TSMOM-H12,linkusdt,TSMOM,12h,3945,3,1006,47.09300012506256,11.48482301795988,0.9135188866799204,-0.014348159999999943,-144.0,208466.4916697849,42.22721843128866,-51.985476415412926,231.76194572135537,-72.0000000000009,3,-144.00000000000003,75,0,38,893,True
XRP-TSMOM-H12,xrpusdt,TSMOM,12h,3945,76,890,33.8332876558675,7.698381823252638,0.8797752808988764,-0.017402587919354784,-175.02932551319827,170724.65433057534,20.264767510588502,-48.59572802551949,224.67994537587,-70.00000000000072,4,-175.02932551319725,88,0,56,746,True
APT-TSMOM-H12,aptusdt,TSMOM,12h,2633,41,582,31.906023948293875,10.199626654766737,0.8762886597938144,-0.012570934103468323,-125.98877665544569,113131.16142937733,20.381365554011605,-50.84012532936365,229.0032361825325,-72.00000000000082,2,-118.99999999999983,54,0,37,491,True
ETH-RSI-H4,ethusdt,RSI_REVERT,4h,11833,0,171,12.106559590066867,4.345201675705923,0.8245614035087719,-0.014636024733013842,-147.0652832377409,14789.343059262299,0.31075991850691076,-44.38621140756355,114.33283263467528,-67.00000000000067,3,-147.06528323774043,24,0,15,132,True
DOGE-RSI-H4,dogeusdt,RSI_REVERT,4h,11833,0,183,31.2382500930613,1.7627402761673903,0.8688524590163934,-0.01132811579166515,-113.69413835574233,31014.581461645863,0.7017524253812721,-42.73640913715154,201.51103950275171,-66.99999999999983,2,-79.34878107652014,25,0,15,143,True
XRP-RSI-H4,xrpusdt,RSI_REVERT,4h,11833,0,170,19.3442937846476,4.1271077600617785,0.8588235294117647,-0.01576410870051037,-158.44634590064015,18987.00205467148,0.4134039609073592,-43.12649453277983,137.13724605108354,-67.00000000000036,3,-140.17076138550024,22,0,13,135,True
SOL-RSI-H4,solusdt,RSI_REVERT,4h,11833,0,168,40.16035809728109,5.09833618687806,0.9166666666666666,-0.008382359999999811,-84.0,22835.9471226619,0.5166483010297243,-41.65281318771663,152.0719903070775,-41.99999999999996,2,-83.99999999999864,9,0,12,147,True
AVAX-BOLL-H4,avaxusdt,BOLLINGER,4h,11833,0,451,19.04174679355201,6.542796855865272,0.8580931263858093,-0.010669493333333557,-106.96779808529391,52540.790722619044,1.6022100296614354,-45.502792187191325,143.28932667338316,-67.00000000000057,2,-106.96779808529297,56,0,27,368,True
LINK-BOLL-H4,linkusdt,BOLLINGER,4h,11833,0,485,19.974707989368547,7.495482994432589,0.865979381443299,-0.02092799630208053,-210.91354888085698,52736.549037275385,1.6184921070743443,-42.75857758153516,132.1806109049408,-67.00000000000017,4,-189.7551208796312,51,0,36,398,True
SOL-BOLL-H4,solusdt,BOLLINGER,4h,11833,0,458,29.143557485797242,6.93209399945731,0.8864628820960698,-0.018228090023471033,-183.07431495199853,60338.29307130052,1.9956903656308262,-41.2297482440974,153.8971428078661,-67.00000000000021,4,-133.52492817902947,47,0,30,381,True
SOL-BOLL-H2,solusdt,BOLLINGER,2h,23661,0,2854,10.16576002315454,12.182576617821065,0.8034337771548704,-0.026687945321989703,-269.1508173965267,222751.3104119336,56.6088059410187,-43.32004747849664,107.74263281612318,-67.00000000000082,4,-196.15131478458693,425,0,353,2076,True
BTC-BOLL-H4,btcusdt,BOLLINGER,4h,11833,0,542,8.61137793754923,6.026152148456763,0.8265682656826568,-0.02887441151582626,-292.2339222876726,32227.987408747376,0.8038596270256446,-45.04452842748803,81.38877919850731,-67.00000000000075,6,-292.23392228767113,95,0,47,400,True
XRP-BOLL-H4,xrpusdt,BOLLINGER,4h,11833,0,697,14.29445604974178,7.705415603424548,0.8450502152080345,-0.02028845912646482,-204.28330740679667,63411.01583621767,2.1809239199817947,-44.16420147794902,115.75679048529065,-67.00000000000075,3,-150.99999999999824,75,0,67,555,True
SUI-RSI-H12,suiusdt,RSI_REVERT,12h,2240,0,34,24.311455396185107,3.117483100607013,0.8529411764705882,-0.005237303759182077,-52.37303759181941,5603.1306081457105,0.19658131072272456,-48.07190724833642,201.4996601512894,-52.37303759181942,1,-52.37303759181942,4,0,3,27,False
ETH-BOLL-H12,ethusdt,BOLLINGER,12h,3945,0,716,31.67864694129618,9.231620047970706,0.8924581005586593,-0.014997126484227907,-150.4942580414354,98616.97278695542,5.012558065065124,-41.74694890471539,159.3607008648175,-67.0000000000006,3,-118.72450469301043,69,0,45,602,True
