tag,symbol,kind,tf,n_bars,blowoff_skips,base_trades,base_pf,base_win,base_sharpe,base_mdd,base_mdd_bp,base_cum_bp,base_cagr,base_pass,blow_trades,blow_pf,blow_win,blow_sharpe,blow_mdd,blow_mdd_bp,blow_cum_bp,blow_cagr,blow_pass
AVAX-TSMOM-H6,avaxusdt,TSMOM,6h,7889,60,1160,1.4805022794646148,0.7758620689655172,2.0174627327208823,-0.571392943777774,-7168.452456951549,84262.59613411126,2.505210805995442,False,1141,1.4332149348862564,0.7747589833479404,1.859139530946307,-0.5713929437777742,-7168.452456951563,73687.00690551521,1.9693628203516198,False
XRP-TSMOM-H4,xrpusdt,TSMOM,4h,11833,20,1690,1.2135022250355747,0.7218934911242604,1.0995228624851394,-0.6999033317212441,-9877.015743994787,38489.88561844437,0.6628201328241217,False,1683,1.2001364503245961,0.7219251336898396,1.0400764263715003,-0.699903331721244,-9877.015743994787,35696.311718742,0.5911165645298004,False
BNB-TSMOM-H4,bnbusdt,TSMOM,4h,11833,56,1401,1.3050467032658326,0.8187009279086367,1.2546567667589967,-0.5760405726205078,-7584.4770994072405,34559.18146049368,0.6578184953819788,False,1393,1.3230691126230862,0.8198133524766691,1.366747058494674,-0.576040572620508,-7584.4770994072405,34898.85329793125,0.7021822194508187,False
LINK-TSMOM-H4,linkusdt,TSMOM,4h,11833,0,1429,1.1841504006293808,0.8243526941917425,0.9407552135304622,-0.6526976592940171,-7652.579034320701,32567.73646970488,0.47697547264963536,False,1429,1.1841504006293808,0.8243526941917425,0.9407552135304622,-0.6526976592940171,-7652.579034320701,32567.73646970488,0.47697547264963536,False
SOL-TSMOM-H4,solusdt,TSMOM,4h,11833,14,1441,1.4901268382380533,0.8084663428174879,2.202630539536183,-0.6072861564007801,-8405.425808108645,90233.95994371224,2.953419811899768,False,1440,1.5037562717604476,0.8090277777777778,2.254759816846123,-0.6072861564007799,-8405.425808108645,91863.06147943578,3.0899859956433904,False
BTC-TSMOM-H4,btcusdt,TSMOM,4h,11833,0,1048,1.2021922799477407,0.7442748091603053,0.9288886453915979,-0.48309459116361597,-6162.9242020594975,21603.97624602028,0.35535284061971617,False,1048,1.2021922799477407,0.7442748091603053,0.9288886453915979,-0.48309459116361597,-6162.9242020594975,21603.97624602028,0.35535284061971617,False
ETH-TSMOM-H4,ethusdt,TSMOM,4h,11833,0,1281,1.1400954304951916,0.8368462138953943,0.6226843043188971,-0.47453337475075985,-5659.641739661478,15333.234877141022,0.19168396110795172,False,1281,1.1400954304951916,0.8368462138953943,0.6226843043188971,-0.47453337475075985,-5659.641739661478,15333.234877141022,0.19168396110795172,False
AVAX-TSMOM-H4,avaxusdt,TSMOM,4h,11833,100,1395,1.210110715164673,0.8193548387096774,0.9743304389556099,-0.8684363837446063,-17153.846001610415,40587.265814877406,0.5640143695479185,False,1364,1.1505185662542066,0.8167155425219942,0.723365181173661,-0.8730789994865631,-17153.8460016104,28540.909483985924,0.2877991725610738,False
XRP-TSMOM-H1,xrpusdt,TSMOM,1h,47316,1,2414,1.1856225083285343,0.5894780447390223,1.271099700183097,-0.6956977941671703,-10271.86423148889,55858.02499825936,1.0149924195987619,False,2414,1.1851999821673829,0.5894780447390223,1.2685918778724667,-0.6956977941671703,-10271.86423148889,55730.87728818617,1.0106364772182101,False
SOL-TSMOM-H1,solusdt,TSMOM,1h,47316,1,3772,1.2090304950706419,0.7619300106044539,1.7680981851442048,-0.6500161507781053,-8355.363096720495,77906.90267082403,2.0065994944897594,False,3772,1.2116705952242048,0.7619300106044539,1.7894259376053376,-0.650016150778105,-8355.363096720495,78792.28282130742,2.0580148954435495,False
LINK-TSMOM-H1,linkusdt,TSMOM,1h,47316,0,5718,1.027987915098129,0.776495278069255,0.2784006970095591,-0.8433838178643921,-15462.267988884534,9552.640581365475,-0.02852689323374069,False,5718,1.027987915098129,0.776495278069255,0.2784006970095591,-0.8433838178643921,-15462.267988884534,9552.640581365475,-0.02852689323374069,False
ETH-TSMOM-H2,ethusdt,TSMOM,2h,23661,0,2505,1.2965194931735295,0.8574850299401198,1.6529269048375275,-0.5412581946949866,-6604.395657783541,45222.299202665345,1.0187846781531773,False,2505,1.2965194931735295,0.8574850299401198,1.6529269048375275,-0.5412581946949866,-6604.395657783541,45222.299202665345,1.0187846781531773,False
SOL-TSMOM-H2,solusdt,TSMOM,2h,23661,0,2412,1.2078860099712037,0.8287728026533997,1.1560802465564795,-0.8388446538696069,-14323.050221154812,48283.72873289507,0.7886682158500185,False,2412,1.2078860099712037,0.8287728026533997,1.1560802465564795,-0.8388446538696069,-14323.050221154812,48283.72873289507,0.7886682158500185,False
LINK-TSMOM-H2,linkusdt,TSMOM,2h,23661,0,2695,1.1881086001637629,0.8478664192949907,1.1752820111039213,-0.732254671377548,-10788.429878730709,44394.46779153288,0.761780584631135,False,2695,1.1881086001637629,0.8478664192949907,1.1752820111039213,-0.732254671377548,-10788.429878730709,44394.46779153288,0.761780584631135,False
DOGE-TSMOM-H2,dogeusdt,TSMOM,2h,23661,54,2324,1.353585745329145,0.6987951807228916,1.7058417449795515,-0.6907095551910234,-10495.960635056064,113665.55491729079,3.2899806550848734,False,2309,1.335155693287518,0.6998700736249459,1.8421131458434663,-0.6907095551910234,-10495.960635056064,102182.82415785686,3.1531157369038922,False
BNB-TSMOM-H2,bnbusdt,TSMOM,2h,23661,29,2408,1.0551124171332664,0.717607973421927,0.29048877521988037,-0.8086329206627324,-13231.558742931073,7960.134574944098,0.01290818475584965,False,2406,1.0809897750946356,0.7182044887780549,0.43034838645649637,-0.8082954009897418,-13231.558742931062,11457.379618911897,0.09031699885052746,False
ETH-TSMOM-H3,ethusdt,TSMOM,3h,15776,0,2027,1.2647671485067373,0.8066107548100642,1.4484613366406376,-0.5784996808281976,-7181.027571811611,40419.863478787214,0.8397963619238842,False,2027,1.2647671485067373,0.8066107548100642,1.4484613366406376,-0.5784996808281976,-7181.027571811611,40419.863478787214,0.8397963619238842,False
SOL-TSMOM-H3,solusdt,TSMOM,3h,15776,0,1974,1.4071823431620503,0.8409321175278622,2.0817012630168277,-0.5287540490943425,-6255.311346573428,92432.75732859319,2.8927602398594208,False,1974,1.4071823431620503,0.8409321175278622,2.0817012630168277,-0.5287540490943425,-6255.311346573428,92432.75732859319,2.8927602398594208,False
BNB-TSMOM-H3,bnbusdt,TSMOM,3h,15776,26,1748,1.1765602810090974,0.7591533180778032,0.7811580906983522,-0.6611932229065294,-9226.972672981083,22006.72792191436,0.3040979781562645,False,1748,1.2218018636575354,0.7608695652173914,1.002632864925862,-0.6611932229065292,-9226.972672981083,26420.13760743101,0.4406167305020765,False
DOGE-TSMOM-H3,dogeusdt,TSMOM,3h,15776,173,1670,1.5863737080764118,0.8107784431137725,2.2571475582683447,-0.593673777581192,-8317.514144959103,114100.07153317558,4.397539039525611,False,1637,1.4993807532752985,0.811240073304826,2.1219869184571185,-0.5936737775811924,-8317.514144959103,90598.27809368701,2.903686393009127,False
ETH-RSI30-H3,ethusdt,RSI_REVERT,3h,15776,0,154,0.9243626942597107,0.7727272727272727,-0.1433084592227584,-0.6356496897592685,-8923.619382735344,-2046.3978115166994,-0.07248955795727519,False,154,0.9243626942597107,0.7727272727272727,-0.1433084592227584,-0.6356496897592685,-8923.619382735344,-2046.3978115166994,-0.07248955795727519,False
ETH-RSI30-H4,ethusdt,RSI_REVERT,4h,11833,0,120,1.086857464683462,0.725,0.15160550914635063,-0.5394475996782426,-6722.365508455547,2200.227685282661,0.0031209039646531433,False,120,1.086857464683462,0.725,0.15160550914635063,-0.5394475996782426,-6722.365508455547,2200.227685282661,0.0031209039646531433,False
DOGE-RSI30-H3,dogeusdt,RSI_REVERT,3h,15776,0,192,1.053512517269886,0.8125,0.09814375647524981,-0.4680534065486277,-5734.929001999948,1455.2917939290596,-0.012775993511186301,False,192,1.053512517269886,0.8125,0.09814375647524981,-0.4680534065486277,-5734.929001999948,1455.2917939290596,-0.012775993511186301,False
AVAX-RSI25-H2,avaxusdt,RSI_REVERT,2h,23661,0,143,1.0430280258200182,0.4125874125874126,0.07744917270573978,-0.43519434235152177,-4879.128723269046,1151.6989515729215,-0.015306114669738746,False,143,1.0430280258200182,0.4125874125874126,0.07744917270573978,-0.43519434235152177,-4879.128723269046,1151.6989515729215,-0.015306114669738746,False
DOGE-RSI25-H2,dogeusdt,RSI_REVERT,2h,23661,0,147,1.0952938236882712,0.7074829931972789,0.1750484385933316,-0.3314734764520806,-3739.3663420671674,1539.9290210699119,0.014982947878695807,False,147,1.0952938236882712,0.7074829931972789,0.1750484385933316,-0.3314734764520806,-3739.3663420671674,1539.9290210699119,0.014982947878695807,False
BTC-RSI35-H3,btcusdt,RSI_REVERT,3h,15776,0,282,1.1125989306121116,0.8439716312056738,0.2231917149320868,-0.38048795183304274,-4595.006865298705,2255.262609269816,0.0235842281916403,False,282,1.1125989306121116,0.8439716312056738,0.2231917149320868,-0.38048795183304274,-4595.006865298705,2255.262609269816,0.0235842281916403,False
BNB-BOLL25-H3,bnbusdt,BOLLINGER,3h,15776,0,519,0.9525248275096777,0.5741811175337187,-0.1585953845327462,-0.6613768186928806,-8420.353548254605,-3253.3635187263517,-0.1270587701133865,False,519,0.9525248275096777,0.5741811175337187,-0.1585953845327462,-0.6613768186928806,-8420.353548254605,-3253.3635187263517,-0.1270587701133865,False
ETH-BOLL25-H3,ethusdt,BOLLINGER,3h,15776,0,304,0.6210788587165319,0.7401315789473685,-0.9530650203591214,-0.8462726396417538,-16749.54370890526,-13813.137180064412,-0.2560254467565849,False,304,0.6210788587165319,0.7401315789473685,-0.9530650203591214,-0.8462726396417538,-16749.54370890526,-13813.137180064412,-0.2560254467565849,False
BTC-RSI25-H2,btcusdt,RSI_REVERT,2h,23661,0,150,1.212715366357098,0.72,0.3624508864131473,-0.1539983419741947,-1629.6321449116667,1684.5951526978533,0.02786577175064564,False,150,1.212715366357098,0.72,0.3624508864131473,-0.1539983419741947,-1629.6321449116667,1684.5951526978533,0.02786577175064564,False
LINK-BOLL30-H1,linkusdt,BOLLINGER,1h,47316,0,603,0.5661750400319514,0.6517412935323383,-1.58228995919486,-0.8857113184241128,-20179.426294434226,-19862.696996359355,-0.32747758691755247,False,603,0.5661750400319514,0.6517412935323383,-1.58228995919486,-0.8857113184241128,-20179.426294434226,-19862.696996359355,-0.32747758691755247,False
XRP-RSI30-H6,xrpusdt,RSI_REVERT,6h,7889,0,72,1.4678694883863672,0.6805555555555556,0.5375780704599621,-0.5248220821026522,-6696.3725832874225,7487.182943894544,0.11099745979863274,False,72,1.4678694883863672,0.6805555555555556,0.5375780704599621,-0.5248220821026522,-6696.3725832874225,7487.182943894544,0.11099745979863274,False
XRP-RSI30-H2,xrpusdt,RSI_REVERT,2h,23661,0,280,1.1193394620435053,0.48214285714285715,0.316079482434466,-0.4013105294277377,-4547.665491586359,4954.5855799338115,0.05121220850330643,False,280,1.1193394620435053,0.48214285714285715,0.316079482434466,-0.4013105294277377,-4547.665491586359,4954.5855799338115,0.05121220850330643,False
NEAR-TSMOM-D1,nearusdt,TSMOM,1D,1973,6,281,1.464978398858397,0.8469750889679716,0.9055019541043482,-0.9172299170439528,-18348.119411017316,45057.46910483545,0.4625400996819715,False,281,1.5880173925235996,0.8540925266903915,1.0957720593762112,-0.887892587062376,-15964.97345492604,53064.76981534574,0.7409683546398724,False
NEAR-TSMOM-H12,nearusdt,TSMOM,12h,3945,63,614,1.7769507151347397,0.737785016286645,2.183568314450919,-0.46670838026404027,-5933.694551493383,102461.40237072512,3.6544584958981314,False,589,1.7751786038632817,0.7368421052631579,2.1165073036425106,-0.4667083802640404,-5933.694551493383,96683.4822070542,3.270940654442782,False
NEAR-TSMOM-H6,nearusdt,TSMOM,6h,7889,25,1324,1.29725926559994,0.68202416918429,1.3013232581568166,-0.7313540943774051,-10974.697609938572,60423.573649031736,1.1809667277149587,False,1315,1.2855964428717506,0.6813688212927757,1.2502780838994039,-0.7313540943774046,-10974.697609938572,57404.585942527585,1.0796823370388395,False
NEAR-TSMOM-H4,nearusdt,TSMOM,4h,11833,15,1254,1.5049445082499848,0.861244019138756,1.7625094181281011,-0.7841569425200577,-12730.140628010733,87665.16237000609,2.3320618811285483,False,1253,1.5479430477361773,0.8635275339185954,1.884485253233471,-0.784156942520058,-12730.140628010733,92398.10610535665,2.6875003522416487,False
NEAR-TSMOM-H3,nearusdt,TSMOM,3h,15776,1,1878,1.5580284184026814,0.8226837060702875,2.486541686234688,-0.571481138426281,-7740.490702663425,121278.60034378186,5.367402392128634,False,1878,1.570073455237284,0.8226837060702875,2.535945192405209,-0.5714811384262809,-7740.490702663432,122912.37323334672,5.601503130029976,False
SUI-TSMOM-H6,suiusdt,TSMOM,6h,4479,1,631,1.3578668049217038,0.7290015847860539,1.724328785473021,-0.6233852441785235,-8721.06247567288,33233.60770027623,1.4185136738170225,False,631,1.3587336951132984,0.7290015847860539,1.7280959988159392,-0.6233852441785235,-8721.06247567288,33314.11220125384,1.424618363772038,False
SUI-TSMOM-H4,suiusdt,TSMOM,4h,6718,1,834,1.405119625257397,0.7757793764988009,2.0890038582923123,-0.4258687328226052,-4770.59447266793,43161.8062470424,2.2392296159493115,False,835,1.42305924093357,0.7772455089820359,2.167939319326659,-0.4258687328226055,-4770.59447266793,44566.45429958922,2.398490981100759,False
APT-TSMOM-H6,aptusdt,TSMOM,6h,5265,41,624,1.207812298824049,0.782051282051282,0.900496201650669,-0.7153726602374044,-10175.237688514926,21980.251900803767,0.45934034000990653,False,613,1.164002844276182,0.7797716150081566,0.7223396345555051,-0.7153726602374049,-10175.237688514911,17102.10823366404,0.2917430931683693,False
ARB-TSMOM-H6,arbusdt,TSMOM,6h,4643,0,663,1.0718840501083238,0.7390648567119156,0.3838261489410733,-0.6407983157247119,-9410.891622548997,7126.9456957590755,0.054045181280306664,False,663,1.0718840501083238,0.7390648567119156,0.3838261489410733,-0.6407983157247119,-9410.891622548997,7126.9456957590755,0.054045181280306664,False
NEAR-RSI-H6,nearusdt,RSI_REVERT,6h,7889,0,90,0.9590335789127707,0.7444444444444445,-0.059175452045919445,-0.5510520023703778,-7453.743887729432,-584.2497548320412,-0.027623516491884104,False,90,0.9590335789127707,0.7444444444444445,-0.059175452045919445,-0.5510520023703778,-7453.743887729432,-584.2497548320412,-0.027623516491884104,False
NEAR-RSI-H4,nearusdt,RSI_REVERT,4h,11833,0,126,0.8277095763522327,0.5873015873015873,-0.3752298716132893,-0.7849173021301107,-12440.255660175473,-6865.042272024525,-0.17117702897928666,False,126,0.8277095763522327,0.5873015873015873,-0.3752298716132893,-0.7849173021301107,-12440.255660175473,-6865.042272024525,-0.17117702897928666,False
NEAR-RSI-H3,nearusdt,RSI_REVERT,3h,15776,0,162,1.0803687423179458,0.5432098765432098,0.17629094879356025,-0.7586824439009621,-11455.995047494102,4662.334405336469,-0.03498952270170619,False,162,1.0803687423179458,0.5432098765432098,0.17629094879356025,-0.7586824439009621,-11455.995047494102,4662.334405336469,-0.03498952270170619,False
NEAR-RSI-H2,nearusdt,RSI_REVERT,2h,23661,0,253,0.8126051746299082,0.48221343873517786,-0.4862098640370199,-0.7961688757935081,-13475.898585831863,-8067.7743692953845,-0.17997924358093276,False,253,0.8126051746299082,0.48221343873517786,-0.4862098640370199,-0.7961688757935081,-13475.898585831863,-8067.7743692953845,-0.17997924358093276,False
SUI-RSI-H3,suiusdt,RSI_REVERT,3h,8957,0,102,1.271606684777164,0.6666666666666666,0.5612149538723,-0.4283809847657982,-4954.372962465893,6236.566544510553,0.1471064882604025,False,102,1.271606684777164,0.6666666666666666,0.5612149538723,-0.4283809847657982,-4954.372962465893,6236.566544510553,0.1471064882604025,False
SUI-RSI-H2,suiusdt,RSI_REVERT,2h,13435,0,154,1.0986196059542834,0.45454545454545453,0.293763448826107,-0.47365827682084305,-5967.278371367458,3514.1959352485646,0.04071420414893634,False,154,1.0986196059542834,0.45454545454545453,0.293763448826107,-0.47365827682084305,-5967.278371367458,3514.1959352485646,0.04071420414893634,False
SUI-RSI-H4,suiusdt,RSI_REVERT,4h,6718,0,94,1.5012680644800673,0.776595744680851,0.8426527605528034,-0.22062998426155744,-2389.8155800420195,5544.861071580379,0.1705980359675332,False,94,1.5012680644800673,0.776595744680851,0.8426527605528034,-0.22062998426155744,-2389.8155800420195,5544.861071580379,0.1705980359675332,False
APT-RSI-H2,aptusdt,RSI_REVERT,2h,15793,0,204,0.7704767678638722,0.7156862745098039,-0.58371707295887,-0.6409316269945062,-9612.62295122676,-4839.245379616549,-0.14825644522046266,False,204,0.7704767678638722,0.7156862745098039,-0.58371707295887,-0.6409316269945062,-9612.62295122676,-4839.245379616549,-0.14825644522046266,False
APT-RSI-H1,aptusdt,RSI_REVERT,1h,31584,0,405,0.6642112438671587,0.6222222222222222,-1.433324484766654,-0.701715645281012,-11601.594995473823,-9137.09378736482,-0.23630380766916115,False,405,0.6642112438671587,0.6222222222222222,-1.433324484766654,-0.701715645281012,-11601.594995473823,-9137.09378736482,-0.23630380766916115,False
APT-RSI-H4,aptusdt,RSI_REVERT,4h,7897,0,83,0.7863252670750144,0.6385542168674698,-0.42361297445024815,-0.5459168724584875,-6813.070740674462,-4742.634441646137,-0.16868280400074975,False,83,0.7863252670750144,0.6385542168674698,-0.42361297445024815,-0.5459168724584875,-6813.070740674462,-4742.634441646137,-0.16868280400074975,False
APT-RSI-H6,aptusdt,RSI_REVERT,6h,5265,0,61,1.1684997045067824,0.5245901639344263,0.25728035873004046,-0.37480142553640083,-4278.338768418694,2662.177926720561,0.03355645217996561,False,61,1.1684997045067824,0.5245901639344263,0.25728035873004046,-0.37480142553640083,-4278.338768418694,2662.177926720561,0.03355645217996561,False
APT-RSI-H3,aptusdt,RSI_REVERT,3h,10529,0,113,1.2249701783704012,0.6991150442477876,0.44493489155138266,-0.4283931004946011,-4799.329533574784,4696.800054702002,0.08995164673925982,False,113,1.2249701783704012,0.6991150442477876,0.44493489155138266,-0.4283931004946011,-4799.329533574784,4696.800054702002,0.08995164673925982,False
ARB-RSI-H2,arbusdt,RSI_REVERT,2h,13926,0,162,0.8158421501664267,0.808641975308642,-0.4463090224352999,-0.3935594077700001,-4128.474970030048,-3735.549000148126,-0.14238606534407383,False,162,0.8158421501664267,0.808641975308642,-0.4463090224352999,-0.3935594077700001,-4128.474970030048,-3735.549000148126,-0.14238606534407383,False
ARB-RSI-H4,arbusdt,RSI_REVERT,4h,6964,0,89,1.034880845562621,0.7752808988764045,0.05812412655862054,-0.3599598955363299,-4002.4910108058675,393.9840973412447,-0.011738239218637592,False,89,1.034880845562621,0.7752808988764045,0.05812412655862054,-0.3599598955363299,-4002.4910108058675,393.9840973412447,-0.011738239218637592,False
ARB-RSI-H1,arbusdt,RSI_REVERT,1h,27850,0,336,0.6477856692862415,0.7380952380952381,-1.5315386000799387,-0.6714463103518309,-10610.744044500125,-9519.46515137295,-0.27338923308985474,False,336,0.6477856692862415,0.7380952380952381,-1.5315386000799387,-0.6714463103518309,-10610.744044500125,-9519.46515137295,-0.27338923308985474,False
ARB-RSI-H6,arbusdt,RSI_REVERT,6h,4643,0,64,1.0998742964617338,0.78125,0.13416751424738868,-0.29018134665423556,-3269.436715221419,960.7811211093623,0.0035073350135272907,False,64,1.0998742964617338,0.78125,0.13416751424738868,-0.29018134665423556,-3269.436715221419,960.7811211093623,0.0035073350135272907,False
ARB-RSI-H3,arbusdt,RSI_REVERT,3h,9284,0,107,0.7732881977357483,0.6074766355140186,-0.5680475234052994,-0.544146449267747,-6962.2810401314655,-4627.9421216233795,-0.1648410887413474,False,107,0.7732881977357483,0.6074766355140186,-0.5680475234052994,-0.544146449267747,-6962.2810401314655,-4627.9421216233795,-0.1648410887413474,False
NEAR-BOLL-H3,nearusdt,BOLLINGER,3h,15776,0,318,1.074019069495048,0.5660377358490566,0.23078636434351907,-0.6156280083386453,-7795.296207109826,7542.603310466124,-0.046115720385496384,False,318,1.074019069495048,0.5660377358490566,0.23078636434351907,-0.6156280083386453,-7795.296207109826,7542.603310466124,-0.046115720385496384,False
NEAR-BOLL-H6,nearusdt,BOLLINGER,6h,7889,0,200,0.7638243227945026,0.5,-0.637853994795609,-0.9052445830246806,-18411.26357515057,-15248.004602998488,-0.31850187146553,False,200,0.7638243227945026,0.5,-0.637853994795609,-0.9052445830246806,-18411.26357515057,-15248.004602998488,-0.31850187146553,False
NEAR-BOLL-H2,nearusdt,BOLLINGER,2h,23661,0,1283,1.091670432889612,0.7420109119251753,0.4879753422019007,-0.808154627169896,-13108.846945590754,18702.548658236683,0.08938388493790117,False,1283,1.091670432889612,0.7420109119251753,0.4879753422019007,-0.808154627169896,-13108.846945590754,18702.548658236683,0.08938388493790117,False
NEAR-BOLL-H4,nearusdt,BOLLINGER,4h,11833,0,394,1.1323344935083837,0.5126903553299492,0.4072221374711447,-0.9396626054792717,-18560.181033613702,19999.02490220723,-0.018059298347440023,False,394,1.1323344935083837,0.5126903553299492,0.4072221374711447,-0.9396626054792717,-18560.181033613702,19999.02490220723,-0.018059298347440023,False
APT-BOLL-H2,aptusdt,BOLLINGER,2h,15793,0,1249,0.9207088819066965,0.7774219375500401,-0.4610633110812458,-0.9127093014605194,-20046.235213337954,-9545.421018934225,-0.3507005627994607,False,1249,0.9207088819066965,0.7774219375500401,-0.4610633110812458,-0.9127093014605194,-20046.235213337954,-9545.421018934225,-0.3507005627994607,False
APT-BOLL-H4,aptusdt,BOLLINGER,4h,7897,0,207,1.147814134662086,0.6183574879227053,0.42465732018485153,-0.6070844266874666,-8353.82777210534,7356.818669606013,0.09279457957868131,False,207,1.147814134662086,0.6183574879227053,0.42465732018485153,-0.6070844266874666,-8353.82777210534,7356.818669606013,0.09279457957868131,False
APT-BOLL-H3,aptusdt,BOLLINGER,3h,10529,0,237,1.127162906458767,0.7088607594936709,0.38763133494338703,-0.5999326829203702,-8161.140002633958,6072.582745943807,0.07368739482056275,False,237,1.127162906458767,0.7088607594936709,0.38763133494338703,-0.5999326829203702,-8161.140002633958,6072.582745943807,0.07368739482056275,False
ARB-BOLL-H6,arbusdt,BOLLINGER,6h,4643,0,282,0.816054051199019,0.648936170212766,-0.721834525755147,-0.910181270486522,-18566.78388448533,-14541.782161435365,-0.48836370542792185,False,282,0.816054051199019,0.648936170212766,-0.721834525755147,-0.910181270486522,-18566.78388448533,-14541.782161435365,-0.48836370542792185,False
