tag,symbol,kind,tf,n_bars,blowoff_skips,base_trades,base_pf,base_win,base_sharpe,base_mdd,base_mdd_bp,base_cum_bp,base_cagr,base_pass,blow_trades,blow_pf,blow_win,blow_sharpe,blow_mdd,blow_mdd_bp,blow_cum_bp,blow_cagr,blow_pass
ARB-BOLL-H3,arbusdt,BOLLINGER,3h,9284,0,414,1.050399626432608,0.5048309178743962,0.21659984550189737,-0.6939603376010253,-8414.362954732223,4245.400216898753,-0.05532787027956387,False,414,1.050399626432608,0.5048309178743962,0.21659984550189737,-0.6939603376010253,-8414.362954732223,4245.400216898753,-0.05532787027956387,False
APT-BOLL-H6,aptusdt,BOLLINGER,6h,5265,0,141,1.2501351281042126,0.6312056737588653,0.5358704040049096,-0.3514860003175737,-3574.008324889715,6443.303467870042,0.12947817610946277,False,141,1.2501351281042126,0.6312056737588653,0.5358704040049096,-0.3514860003175737,-3574.008324889715,6443.303467870042,0.12947817610946277,False
SUI-BOLL-H4,suiusdt,BOLLINGER,4h,6718,0,226,0.9989623681408749,0.4911504424778761,-0.0032111207183836304,-0.4908155644658716,-6420.753645495662,-39.969025743796806,-0.08026944409360959,False,226,0.9989623681408749,0.4911504424778761,-0.0032111207183836304,-0.4908155644658716,-6420.753645495662,-39.969025743796806,-0.08026944409360959,False
ARB-BOLL-H2,arbusdt,BOLLINGER,2h,13926,0,547,1.0005763143082946,0.6946983546617916,0.0028860964446848635,-0.7694950349139398,-11073.813608356735,52.549525158175484,-0.15372433560165588,False,547,1.0005763143082946,0.6946983546617916,0.0028860964446848635,-0.7694950349139398,-11073.813608356735,52.549525158175484,-0.15372433560165588,False
ARB-BOLL-H4,arbusdt,BOLLINGER,4h,6964,0,415,0.9076560553262119,0.7253012048192771,-0.4140686992709621,-0.8331146323119755,-13080.75647097605,-8057.586355747219,-0.36267084909037384,False,415,0.9076560553262119,0.7253012048192771,-0.4140686992709621,-0.8331146323119755,-13080.75647097605,-8057.586355747219,-0.36267084909037384,False
BTC-TSMOM-H8,btcusdt,TSMOM,8h,5917,0,522,0.8439120441554872,0.7375478927203065,-0.5573517618273599,-0.8685948808575767,-16038.830485893253,-11882.379396396043,-0.2602356273360763,False,522,0.8439120441554872,0.7375478927203065,-0.5573517618273599,-0.8685948808575767,-16038.830485893253,-11882.379396396043,-0.2602356273360763,False
ETH-TSMOM-H8,ethusdt,TSMOM,8h,5917,0,805,1.079630486188083,0.7850931677018633,0.3213290496937479,-0.5754996973409814,-7174.859140956742,7516.004067987545,0.04408172360147544,False,805,1.079630486188083,0.7850931677018633,0.3213290496937479,-0.5754996973409814,-7174.859140956742,7516.004067987545,0.04408172360147544,False
SOL-TSMOM-H8,solusdt,TSMOM,8h,5917,106,568,1.4528967101226193,0.6848591549295775,1.4665967969126088,-0.7461105588678136,-10147.889204647203,61794.806831656424,1.2726521176047711,False,546,1.364866702145935,0.6776556776556777,1.2018503108927276,-0.7502844778973775,-10408.06318239693,47763.62412622451,0.8138387318038163,False
XRP-TSMOM-H8,xrpusdt,TSMOM,8h,5917,1,449,1.3059014403855167,0.5634743875278396,0.9670393328142539,-0.6974474057790532,-9701.809239668572,43361.43222527893,0.5741199206639294,False,450,1.3148011195506948,0.5644444444444444,0.9934504107987677,-0.6974474057790532,-9701.809239668568,44622.95892636692,0.6091816369094794,False
LINK-TSMOM-H8,linkusdt,TSMOM,8h,5917,0,782,1.184595050751259,0.809462915601023,0.6662610100025733,-0.6011062162843412,-8194.52645018415,22816.294468833625,0.2332236157252343,False,782,1.184595050751259,0.809462915601023,0.6662610100025733,-0.6011062162843412,-8194.52645018415,22816.294468833625,0.2332236157252343,False
NEAR-TSMOM-H8,nearusdt,TSMOM,8h,5917,17,980,1.7943498761352819,0.7295918367346939,2.5231275920542626,-0.6606722842285193,-9933.210116762828,122623.25314146563,5.596999029202424,False,974,1.8431076519689988,0.7320328542094456,2.632634705447092,-0.6606722842285195,-9933.210116762828,126021.35927798667,6.118230239369273,False
BNB-TSMOM-H8,bnbusdt,TSMOM,8h,5917,57,739,1.1898389605428135,0.8376184032476319,0.5525749332944345,-0.649180260695263,-8852.046730427332,15859.695342612154,0.16002786794276824,False,727,1.1059187148264624,0.8376891334250344,0.3401455821707831,-0.6491802606952632,-8852.046730427333,8455.52745133043,0.04647992329472417,False
DOGE-TSMOM-H8,dogeusdt,TSMOM,8h,5917,194,584,1.7496280989362782,0.851027397260274,1.4737704683969028,-0.7818113546998434,-8700.19489944556,81447.09596399483,1.8026516834154824,False,553,1.4465106240429078,0.8499095840867993,1.0982480646772277,-0.7774762845316988,-9023.99902919617,43888.458947715895,0.6891201377257499,False
AVAX-TSMOM-H8,avaxusdt,TSMOM,8h,5917,123,610,1.377718998085139,0.8672131147540983,1.049697565054556,-0.6866236704510378,-8671.622959233326,42916.56991310709,0.6080003600655617,False,591,1.3431386819569562,0.868020304568528,0.9703650346631832,-0.635409393877107,-8671.622959233318,36574.50874438461,0.5052972109251594,False
SUI-TSMOM-H8,suiusdt,TSMOM,8h,3360,6,357,1.421900888713791,0.8235294117647058,1.3115421126561226,-0.6407352752066122,-8799.114649581108,27376.2861805451,0.9115600876147409,False,354,1.4092473303597446,0.8220338983050848,1.2730321041237085,-0.6407352752066122,-8799.114649581108,26555.222646503596,0.8619488538130147,False
APT-TSMOM-H8,aptusdt,TSMOM,8h,3949,25,406,1.4923775868481715,0.8497536945812808,1.4181555456442378,-0.7094919838169428,-9592.913347572296,35064.23675047461,1.0606970420609128,False,397,1.4028473420949255,0.8463476070528967,1.1876857066350586,-0.7094919838169429,-9592.913347572267,28688.419121465045,0.7455235769119306,False
ARB-TSMOM-H8,arbusdt,TSMOM,8h,3483,0,399,1.1977193364051595,0.7819548872180451,0.6783976403539732,-0.6217718866729721,-8270.624269005657,14334.409788800564,0.24866972611950056,False,399,1.1977193364051595,0.7819548872180451,0.6783976403539732,-0.6217718866729721,-8270.624269005657,14334.409788800564,0.24866972611950056,False
BTC-TSMOM-H16,btcusdt,TSMOM,16h,2959,0,147,1.4384560928898196,0.6462585034013606,0.7997565881960397,-0.4599486125876334,-5139.992133783252,18982.374484789092,0.28498266068573863,False,147,1.4384560928898196,0.6462585034013606,0.7997565881960397,-0.4599486125876334,-5139.992133783252,18982.374484789092,0.28498266068573863,False
ETH-TSMOM-H16,ethusdt,TSMOM,16h,2959,0,258,1.0146459708673203,0.7325581395348837,0.03644012800026347,-0.8925909362851493,-16628.962356104767,1081.278075063735,-0.13205165814369724,False,258,1.0146459708673203,0.7325581395348837,0.03644012800026347,-0.8925909362851493,-16628.962356104767,1081.278075063735,-0.13205165814369724,False
SOL-TSMOM-H16,solusdt,TSMOM,16h,2959,125,348,1.6632872564684853,0.8419540229885057,1.336614355129632,-0.6992255116391596,-9597.097753889611,54489.04609275447,1.03448755225027,False,333,1.569975048900638,0.8498498498498499,1.180090404150644,-0.6992255116391597,-8667.4568588767,42403.83912193306,0.7320078366131166,False
XRP-TSMOM-H16,xrpusdt,TSMOM,16h,2959,120,274,1.6996591849520513,0.8102189781021898,1.0839866649396277,-0.6575537178298777,-8111.817500953672,42505.89354674487,0.7146156358487099,False,243,1.5541295867964022,0.8024691358024691,0.80903722530898,-0.6366565855589178,-7805.500562815578,28670.860187463037,0.39990845244611384,False
LINK-TSMOM-H16,linkusdt,TSMOM,16h,2959,1,272,1.3681905896208384,0.8088235294117647,0.8485717139589046,-0.5828620491071426,-7541.308093147796,29705.86971700015,0.37344840684659686,False,273,1.3898295947041501,0.8095238095238095,0.8935021387345773,-0.582862049107143,-7541.308093147796,31451.71951308627,0.4151121332496994,False
NEAR-TSMOM-H16,nearusdt,TSMOM,16h,2959,104,188,1.5550963796270008,0.526595744680851,1.0894274080250719,-0.865385600166768,-15075.984650088452,57710.558982815404,0.8213515463103598,False,171,1.6286034992542002,0.5555555555555556,1.1470168028979324,-0.8372820275345454,-13448.720581571179,55321.81392733217,0.8857500063869741,False
BNB-TSMOM-H16,bnbusdt,TSMOM,16h,2959,75,373,1.1718785370550502,0.8364611260053619,0.3828669863369643,-0.7908851301001557,-10935.780540601638,11614.994891866689,0.053608333884838544,False,366,1.0883710390459918,0.8415300546448088,0.21951495575493218,-0.7908851301001557,-10935.780540601634,5456.4508255076225,-0.012156350848881892,False
DOGE-TSMOM-H16,dogeusdt,TSMOM,16h,2959,169,330,2.053175823081837,0.8151515151515152,1.2344945365369724,-0.7708431876330377,-9816.536919949074,95696.22253166235,2.012858194845908,False,292,1.4001078139495609,0.8047945205479452,0.8792004237135532,-0.660977214756693,-9076.659280097178,31532.426763294017,0.41146231817875556,False
AVAX-TSMOM-H16,avaxusdt,TSMOM,16h,2959,147,163,1.4274377234306197,0.5644171779141104,0.8566362751327059,-0.8232984096099529,-13561.17879845477,45308.884506547336,0.4521672339841374,False,142,1.336605537663914,0.5492957746478874,0.6728231747199974,-0.7726070909257532,-11342.663170120328,29633.989161510264,0.24599838556469278,False
SUI-TSMOM-H16,suiusdt,TSMOM,16h,1681,0,205,1.3802257447498651,0.8536585365853658,0.9216781052570979,-0.633867133552852,-7812.661170932977,21046.944372242477,0.4526409324987528,False,205,1.3802257447498651,0.8536585365853658,0.9216781052570979,-0.633867133552852,-7812.661170932977,21046.944372242477,0.4526409324987528,False
APT-TSMOM-H16,aptusdt,TSMOM,16h,1975,19,250,1.1883423986126131,0.78,0.5369290067076783,-0.7175827197671822,-9773.460896684759,12798.295896005311,0.13443993429814505,False,243,1.1179683455116207,0.7736625514403292,0.34024304924804033,-0.7175827197671822,-9773.460896684768,8016.2183520094795,-0.0010980480283313554,False
ARB-TSMOM-H16,arbusdt,TSMOM,16h,1742,2,252,1.2776108280429392,0.6587301587301587,0.8669058414113547,-0.5115610567918811,-6312.298618438026,15637.804297276609,0.39263388793993936,False,251,1.2639607191858961,0.6573705179282868,0.8263091677110473,-0.5115610567918811,-6312.298618438026,14868.89433635122,0.3605846751609063,False
BTC-TSMOM-D2,btcusdt,TSMOM,2D,987,0,56,1.582082036451785,0.6607142857142857,0.6284167031527617,-0.7010103095555682,-10092.900400459712,15969.409164720926,0.196005273610121,False,56,1.582082036451785,0.6607142857142857,0.6284167031527617,-0.7010103095555682,-10092.900400459712,15969.409164720926,0.196005273610121,False
ETH-TSMOM-D2,ethusdt,TSMOM,2D,987,10,69,0.722796101076221,0.6376811594202898,-0.4784369204564946,-0.8868761635380438,-16717.183223914704,-11194.445461357716,-0.26615992616934847,False,66,0.7624364222301575,0.6515151515151515,-0.3900141367564924,-0.8568361181830829,-15400.408319691085,-8627.43579221287,-0.22153770803448347,False
SOL-TSMOM-D2,solusdt,TSMOM,2D,987,63,100,1.5891551102521606,0.68,0.716171913495443,-0.6263897579658246,-6975.308655068671,29942.205661998953,0.30413533112070756,False,85,1.3657927083354828,0.6588235294117647,0.4469244326584933,-0.6263897579658246,-6975.308655068668,17208.785382444446,0.07807283530165399,False
XRP-TSMOM-D2,xrpusdt,TSMOM,2D,987,26,125,1.5279335690026727,0.624,0.6717163927878511,-0.8523455526883943,-12965.835520752922,29821.253766130903,0.29152713643759554,False,117,1.3877431819280424,0.6153846153846154,0.49288455240951046,-0.7564413443637029,-9654.141031506946,20071.75756679349,0.13538240015654668,False
LINK-TSMOM-D2,linkusdt,TSMOM,2D,987,27,78,0.5998222746167846,0.717948717948718,-0.6462530167836072,-0.9895458878822774,-29117.486463081917,-23242.182563338047,-0.5228893620047939,False,74,0.5528262015338472,0.7162162162162162,-0.7231667857289052,-0.9895961420001803,-29452.351353986236,-25431.234489322673,-0.538443214311159,False
NEAR-TSMOM-D2,nearusdt,TSMOM,2D,987,99,88,1.7970802790213685,0.75,1.0158672882563935,-0.7819205410481985,-11097.466191752497,47595.45702259396,0.6120477931634045,False,67,1.5165322832270598,0.7313432835820896,0.6270933687757958,-0.8072832483684325,-11448.019404510529,24594.925794431816,0.19075155138456723,False
BNB-TSMOM-D2,bnbusdt,TSMOM,2D,987,49,167,1.498425674056424,0.7544910179640718,0.8734375246930238,-0.48743528291927685,-5994.488708651545,19707.723312118385,0.31379878580461806,False,150,1.195826370301405,0.74,0.35445422465910853,-0.48743528291927674,-5994.488708651544,7536.227015580562,0.05734849477604986,False
DOGE-TSMOM-D2,dogeusdt,TSMOM,2D,987,112,125,2.294562989163884,0.632,0.9565416385964914,-0.6957396305936072,-8817.134046273612,68968.46541191165,1.144768817460327,False,89,1.6701020416956225,0.6067415730337079,0.8414651083734777,-0.4596346446519822,-5761.488343854387,23159.78188882423,0.3454154627382413,False
AVAX-TSMOM-D2,avaxusdt,TSMOM,2D,987,74,107,1.3628324195452253,0.7383177570093458,0.5748573829102958,-0.7070699843864303,-8808.415052378288,24335.41591629718,0.12230039316544916,False,84,1.3084836561688629,0.7380952380952381,0.4304914507401695,-0.7061779888924252,-8808.41505237829,16460.947310480205,0.02831532604979592,False
SUI-TSMOM-D2,suiusdt,TSMOM,2D,561,63,80,1.629788325274782,0.725,1.0452833523943346,-0.5790252198938899,-7640.542522764172,23284.156149068607,0.6298858838554207,False,56,1.3681635602849176,0.6964285714285714,0.5555831084316611,-0.5790252198938901,-7640.542522764163,10680.358703908882,0.16134931622816873,False
ARB-TSMOM-D2,arbusdt,TSMOM,2D,581,8,82,1.9472116619274078,0.7317073170731707,1.3478171625941595,-0.4174808972185742,-4525.880845299744,24023.767443056935,0.795858677536917,False,79,2.186542530259009,0.7341772151898734,1.5894684617903136,-0.3096038804526269,-3235.0540397786317,26529.5411213277,0.987267349173967,False
BTC-TSMOM-D3,btcusdt,TSMOM,3D,658,0,94,1.232967254911508,0.8829787234042553,0.27449965657713477,-0.7678417103784252,-11705.078554789825,6457.719975162243,0.005264051621023835,False,94,1.232967254911508,0.8829787234042553,0.27449965657713477,-0.7678417103784252,-11705.078554789825,6457.719975162243,0.005264051621023835,False
ETH-TSMOM-D3,ethusdt,TSMOM,3D,658,11,90,0.7739851647645035,0.6333333333333333,-0.41930506061348194,-0.9011832607670094,-18885.393601478347,-9463.761880993121,-0.23654688806855528,False,88,0.8690170232307094,0.6590909090909091,-0.22306953918628697,-0.8464211311206944,-14865.242434404172,-4897.306740378762,-0.16414033846138398,False
SOL-TSMOM-D3,solusdt,TSMOM,3D,658,41,104,2.490416740917907,0.8653846153846154,1.520615118743392,-0.5453874704544817,-5638.373991128399,56233.11553505559,1.1817864377697767,False,87,2.2068138153404933,0.8620689655172413,1.2343189599545386,-0.552924954947023,-5638.373991128399,39414.06360293839,0.7006505539883658,False
XRP-TSMOM-D3,xrpusdt,TSMOM,3D,658,40,56,1.781924680414749,0.5,0.6157987984898358,-0.7760621939675101,-11980.275208792773,30896.002506677276,0.24655223343463728,False,49,1.7776628178322904,0.5102040816326531,0.5430312931894147,-0.6953236781777976,-9670.868163263607,23999.568565347585,0.1985694333667749,False
LINK-TSMOM-D3,linkusdt,TSMOM,3D,658,34,63,0.8996352606067055,0.6666666666666666,-0.1462485872129068,-0.8941386669208081,-12646.130800671892,-5024.295881282351,-0.27426358680453156,False,58,1.0567529128666764,0.6551724137931034,0.07367741413831942,-0.7863826303202448,-10635.097705517801,2436.6880828897424,-0.14736197164706966,False
BNB-TSMOM-D3,bnbusdt,TSMOM,3D,658,32,75,0.889172872208055,0.6533333333333333,-0.15253712419982182,-0.8545587514169907,-15321.925452519577,-4056.1260918812773,-0.19053079988089894,False,69,0.8237313082152061,0.6376811594202898,-0.2525653749191991,-0.7545167310855443,-11467.712134664847,-5450.521504146377,-0.1727112537324017,False
DOGE-TSMOM-D3,dogeusdt,TSMOM,3D,658,72,80,1.9907684840047368,0.575,0.7576187861793748,-0.7353285936558906,-9741.472909995322,41610.8535881395,0.4637026030105482,False,59,1.2917580778317614,0.5254237288135594,0.300305640930834,-0.6538205653215282,-8592.803414873139,9431.384138832409,0.018206585175190915,False
AVAX-TSMOM-D3,avaxusdt,TSMOM,3D,658,28,79,1.337750693399513,0.6329113924050633,0.45391818302877934,-0.8627125305651004,-15133.138688658688,19427.774585824507,0.06931660686167085,False,68,1.0697330684781203,0.6176470588235294,0.10705771073940551,-0.8366606141768793,-13816.748776685188,3629.7248674732973,-0.1280612990099822,False
SUI-TSMOM-D3,suiusdt,TSMOM,3D,374,11,56,1.3569377648027172,0.6607142857142857,0.5507048767180114,-0.6224535438841577,-8162.531727387493,11708.564008300069,0.15475812941325984,False,52,1.388550602985869,0.6730769230769231,0.5628456725005235,-0.6224535438841576,-8162.531727387493,11506.131610645782,0.16781142171312613,False
ARB-TSMOM-D3,arbusdt,TSMOM,3D,388,0,64,1.2157851188781708,0.578125,0.3625411707559936,-0.6441508223725064,-7181.571842490581,7732.607164139716,0.021966853764050498,False,64,1.2157851188781708,0.578125,0.3625411707559936,-0.6441508223725064,-7181.571842490581,7732.607164139716,0.021966853764050498,False
BTC-RSI-H6,btcusdt,RSI_REVERT,6h,7889,0,86,0.9122066936856227,0.8604651162790697,-0.10956415086177645,-0.42277735033015185,-4775.173940189722,-1021.3558166837879,-0.03431906656887873,False,86,0.9122066936856227,0.8604651162790697,-0.10956415086177645,-0.42277735033015185,-4775.173940189722,-1021.3558166837879,-0.03431906656887873,False
ETH-RSI-H6,ethusdt,RSI_REVERT,6h,7889,0,95,0.8605295981591324,0.8315789473684211,-0.2005362122479749,-0.5781304118382461,-7275.628657665127,-2451.4122865172335,-0.07028219764348476,False,95,0.8605295981591324,0.8315789473684211,-0.2005362122479749,-0.5781304118382461,-7275.628657665127,-2451.4122865172335,-0.07028219764348476,False
LINK-RSI-H6,linkusdt,RSI_REVERT,6h,7889,0,64,1.3263603741511394,0.640625,0.4076756748361647,-0.39236968959111485,-4108.279790312629,6085.537936176952,0.07543444046403969,False,64,1.3263603741511394,0.640625,0.4076756748361647,-0.39236968959111485,-4108.279790312629,6085.537936176952,0.07543444046403969,False
AVAX-RSI-H6,avaxusdt,RSI_REVERT,6h,7889,0,92,1.408272640529116,0.5978260869565217,0.5622929341022461,-0.43207900834140456,-5210.223893035633,8847.387211197256,0.1269421204771637,False,92,1.408272640529116,0.5978260869565217,0.5622929341022461,-0.43207900834140456,-5210.223893035633,8847.387211197256,0.1269421204771637,False
BTC-BOLL-H6,btcusdt,BOLLINGER,6h,7889,0,448,1.151314127891371,0.49107142857142855,0.5282548395530822,-0.5217248957644862,-5908.342108393465,12762.23852298956,0.14695856952770714,False,448,1.151314127891371,0.49107142857142855,0.5282548395530822,-0.5217248957644862,-5908.342108393465,12762.23852298956,0.14695856952770714,False
ETH-BOLL-H6,ethusdt,BOLLINGER,6h,7889,0,279,1.2085642689298817,0.5806451612903226,0.5688217354236597,-0.542230832546145,-7131.6129815099885,15240.662549803266,0.16914448528791315,False,279,1.2085642689298817,0.5806451612903226,0.5688217354236597,-0.542230832546145,-7131.6129815099885,15240.662549803266,0.16914448528791315,False
SOL-BOLL-H6,solusdt,BOLLINGER,6h,7889,0,156,1.1679581945746416,0.5961538461538461,0.34167850360429314,-0.5969543079651962,-5884.199189027719,9818.251351227475,0.033860257639097835,False,156,1.1679581945746416,0.5961538461538461,0.34167850360429314,-0.5969543079651962,-5884.199189027719,9818.251351227475,0.033860257639097835,False
XRP-BOLL-H6,xrpusdt,BOLLINGER,6h,7889,0,217,1.2640507940396823,0.663594470046083,0.5345710241565679,-0.6433296461249447,-8523.66200760323,15513.106853006024,0.143014953522002,False,217,1.2640507940396823,0.663594470046083,0.5345710241565679,-0.6433296461249447,-8523.66200760323,15513.106853006024,0.143014953522002,False
LINK-BOLL-H6,linkusdt,BOLLINGER,6h,7889,0,216,1.3100077696726105,0.8657407407407407,0.5001889402416104,-0.5014282710321659,-5222.608902419048,9671.797558076052,0.11230517031103737,False,216,1.3100077696726105,0.8657407407407407,0.5001889402416104,-0.5014282710321659,-5222.608902419048,9671.797558076052,0.11230517031103737,False
BNB-BOLL-H6,bnbusdt,BOLLINGER,6h,7889,0,223,0.8130489397967424,0.8251121076233184,-0.39312584854276134,-0.6743745220217489,-9549.488023021055,-5287.851609992534,-0.12306155655132811,False,223,0.8130489397967424,0.8251121076233184,-0.39312584854276134,-0.6743745220217489,-9549.488023021055,-5287.851609992534,-0.12306155655132811,False
DOGE-BOLL-H6,dogeusdt,BOLLINGER,6h,7889,0,665,1.1150978919107906,0.8225563909774436,0.33975921198007314,-0.8540166513881123,-12132.3373299786,15094.333206107118,-0.08687031466632555,False,665,1.1150978919107906,0.8225563909774436,0.33975921198007314,-0.8540166513881123,-12132.3373299786,15094.333206107118,-0.08687031466632555,False
AVAX-BOLL-H6,avaxusdt,BOLLINGER,6h,7889,0,754,1.136258619020176,0.5663129973474801,0.6252447989266716,-0.8348374859081243,-16480.384710218666,26988.9599476679,0.19682372307921936,False,754,1.136258619020176,0.5663129973474801,0.6252447989266716,-0.8348374859081243,-16480.384710218666,26988.9599476679,0.19682372307921936,False
BTC-RSI-H12,btcusdt,RSI_REVERT,12h,3945,0,35,1.4616622280401879,0.6285714285714286,0.3928810113574726,-0.19066610315296229,-1952.5431700000586,4502.2551589841805,0.06128902745396969,False,35,1.4616622280401879,0.6285714285714286,0.3928810113574726,-0.19066610315296229,-1952.5431700000586,4502.2551589841805,0.06128902745396969,False
ETH-RSI-H12,ethusdt,RSI_REVERT,12h,3945,0,40,2.36481399569418,0.675,0.9118594083759974,-0.19984508012401248,-2032.128793967583,9816.872383758002,0.17376411830316973,False,40,2.36481399569418,0.675,0.9118594083759974,-0.19984508012401248,-2032.128793967583,9816.872383758002,0.17376411830316973,False
SOL-RSI-H12,solusdt,RSI_REVERT,12h,3945,0,37,2.0243929110198713,0.918918918918919,0.5871685302432297,-0.5027424383700476,-5160.747503773153,8757.480446668162,0.12339926689321512,False,37,2.0243929110198713,0.918918918918919,0.5871685302432297,-0.5027424383700476,-5160.747503773153,8757.480446668162,0.12339926689321512,False
LINK-RSI-H12,linkusdt,RSI_REVERT,12h,3945,0,38,1.4268727145946762,0.7105263157894737,0.33084990579620693,-0.3178113470083659,-3263.2539743461666,5860.699727950359,0.044146199795404684,False,38,1.4268727145946762,0.7105263157894737,0.33084990579620693,-0.3178113470083659,-3263.2539743461666,5860.699727950359,0.044146199795404684,False
DOGE-RSI-H12,dogeusdt,RSI_REVERT,12h,3945,0,46,0.8532207910154433,0.6956521739130435,-0.15874404549813445,-0.42378941808616977,-4906.238322023826,-1923.5924983440632,-0.061742525258075776,False,46,0.8532207910154433,0.6956521739130435,-0.15874404549813445,-0.42378941808616977,-4906.238322023826,-1923.5924983440632,-0.061742525258075776,False
AVAX-RSI-H12,avaxusdt,RSI_REVERT,12h,3945,0,40,0.9243183764221061,0.675,-0.07451915652893777,-0.4820837477747282,-5788.927751645751,-762.6968056566025,-0.033392044387971054,False,40,0.9243183764221061,0.675,-0.07451915652893777,-0.4820837477747282,-5788.927751645751,-762.6968056566025,-0.033392044387971054,False
BTC-BOLL-H12,btcusdt,BOLLINGER,12h,3945,0,265,1.2070168456931472,0.539622641509434,0.5169473093765569,-0.6838293616661406,-8895.969492303775,13439.36452348935,0.13909476047485358,False,265,1.2070168456931472,0.539622641509434,0.5169473093765569,-0.6838293616661406,-8895.969492303775,13439.36452348935,0.13909476047485358,False
SOL-BOLL-H12,solusdt,BOLLINGER,12h,3945,0,111,0.9514702056273882,0.7207207207207207,-0.08418564788991156,-0.706767456314688,-9234.361023537138,-1655.2167461144043,-0.09553246851459185,False,111,0.9514702056273882,0.7207207207207207,-0.08418564788991156,-0.706767456314688,-9234.361023537138,-1655.2167461144043,-0.09553246851459185,False
XRP-BOLL-H12,xrpusdt,BOLLINGER,12h,3945,0,109,1.4106777859191515,0.7706422018348624,0.5675412212057068,-0.6352129408739444,-8928.589428144402,11212.243028261235,0.14905260634231432,False,109,1.4106777859191515,0.7706422018348624,0.5675412212057068,-0.6352129408739444,-8928.589428144402,11212.243028261235,0.14905260634231432,False
LINK-BOLL-H12,linkusdt,BOLLINGER,12h,3945,0,95,1.4796907217991802,0.6,0.6028248730861246,-0.36776370915162426,-4160.589511268121,11494.21725184592,0.1636297665519142,False,95,1.4796907217991802,0.6,0.6028248730861246,-0.36776370915162426,-4160.589511268121,11494.21725184592,0.1636297665519142,False
DOGE-BOLL-H12,dogeusdt,BOLLINGER,12h,3945,0,168,0.8867054873549599,0.6964285714285714,-0.2366344183568947,-0.722281824196233,-9854.206317104095,-4450.068115081453,-0.13700807679612304,False,168,0.8867054873549599,0.6964285714285714,-0.2366344183568947,-0.722281824196233,-9854.206317104095,-4450.068115081453,-0.13700807679612304,False
BTC-RSI-H8,btcusdt,RSI_REVERT,8h,5917,0,51,1.0631096603405312,0.5686274509803921,0.07399154615133548,-0.4326492622054814,-4895.754742724941,900.5938423711357,-0.009765013648369347,False,51,1.0631096603405312,0.5686274509803921,0.07399154615133548,-0.4326492622054814,-4895.754742724941,900.5938423711357,-0.009765013648369347,False
NEAR-DONCH-H6,nearusdt,DONCHIAN,6h,7889,0,261,1.2712900288752478,0.5287356321839081,0.643880146469821,-0.5667816613854046,-6397.239497851831,16008.465616602858,0.21114462066910078,False,261,1.2712900288752478,0.5287356321839081,0.643880146469821,-0.5667816613854046,-6397.239497851831,16008.465616602858,0.21114462066910078,False
APT-DONCH-H4,aptusdt,DONCHIAN,4h,7897,3,139,1.3281623685896742,0.7410071942446043,0.6838265127370947,-0.569625636627699,-6757.743452032132,9646.700872666785,0.20711216134689936,False,138,1.1918480317233924,0.7318840579710145,0.4225241298457371,-0.569625636627699,-6757.74345203213,5856.347179032863,0.08957587173912862,False
APT-DONCH-H6,aptusdt,DONCHIAN,6h,5265,5,97,1.6698196912296641,0.6907216494845361,1.028376616634567,-0.3479152081315071,-3848.2838575850956,12120.897883052137,0.3247447450394414,False,93,1.5413357692545127,0.6881720430107527,0.8466336506635628,-0.3479152081315072,-3848.283857585096,9453.922972630677,0.23745196547272562,False
ARB-DONCH-H6,arbusdt,DONCHIAN,6h,4643,0,83,1.7035489078099855,0.7951807228915663,1.1303143568746141,-0.3615788240660107,-4134.3526639146385,12730.23844329456,0.39586093893753427,False,83,1.7035489078099855,0.7951807228915663,1.1303143568746141,-0.3615788240660107,-4134.3526639146385,12730.23844329456,0.39586093893753427,False
BTC-RSI-D1,btcusdt,RSI_REVERT,1D,1973,0,16,1.7222495148646981,0.6875,0.38554035189287716,-0.08266593513580789,-826.6593513580793,1506.1594821535193,0.025467159801425776,False,16,1.7222495148646981,0.6875,0.38554035189287716,-0.08266593513580789,-826.6593513580793,1506.1594821535193,0.025467159801425776,False
DOGE-RSI-D1,dogeusdt,RSI_REVERT,1D,1973,0,22,1.8641345376833225,0.6818181818181818,0.40934802161007927,-0.23732119516534667,-2414.060161935904,3939.9321185339822,0.058424063383643254,False,22,1.8641345376833225,0.6818181818181818,0.40934802161007927,-0.23732119516534667,-2414.060161935904,3939.9321185339822,0.058424063383643254,False
LINK-RSI-D1,linkusdt,RSI_REVERT,1D,1973,0,10,1.7959523677455342,0.8,0.3366396529262165,-0.26912620936648324,-2691.2620936648327,3151.730382348935,0.042219917925971684,False,10,1.7959523677455342,0.8,0.3366396529262165,-0.26912620936648324,-2691.2620936648327,3151.730382348935,0.042219917925971684,False
ETH-RSI-H8,ethusdt,RSI_REVERT,8h,5917,0,57,1.592156609675806,0.6842105263157895,0.5958298875882139,-0.44621468841713496,-5414.326798772201,6111.771022747123,0.09868803332037679,False,57,1.592156609675806,0.6842105263157895,0.5958298875882139,-0.44621468841713496,-5414.326798772201,6111.771022747123,0.09868803332037679,False
