symbol,funding_time_ms,funding_rate,mark_price
DOGEUSDT,1746892800001,0.00010000,0.22698000
DOGEUSDT,1746921600000,0.00010000,0.25050912
DOGEUSDT,1746950400001,0.00010000,0.23025000
DOGEUSDT,1746979200001,0.00005785,0.22686000
DOGEUSDT,1747008000004,0.00003834,0.23172000
DOGEUSDT,1747036800000,0.00008624,0.24398000
DOGEUSDT,1747065600000,0.00010000,0.23235000
DOGEUSDT,1747094400000,0.00000217,0.23090000
DOGEUSDT,1747123200008,0.00009248,0.22399248
DOGEUSDT,1747152000001,0.00009394,0.23292171
DOGEUSDT,1747180800007,0.00010000,0.24073075
DOGEUSDT,1747209600000,0.00010000,0.23704000
DOGEUSDT,1747238400002,0.00005801,0.23286000
DOGEUSDT,1747267200000,0.00008215,0.23267000
DOGEUSDT,1747296000003,0.00008267,0.22361000
DOGEUSDT,1747324800000,-0.00001668,0.22511256
DOGEUSDT,1747353600001,-0.00004912,0.21930050
DOGEUSDT,1747382400000,0.00001871,0.22571000
DOGEUSDT,1747411200000,0.00009839,0.22888103
DOGEUSDT,1747440000000,0.00001920,0.22102000
DOGEUSDT,1747468800001,-0.00004771,0.21705590
DOGEUSDT,1747497600004,0.00002338,0.21494863
DOGEUSDT,1747526400000,0.00002615,0.21450000
DOGEUSDT,1747555200000,-0.00001153,0.22177371
DOGEUSDT,1747584000000,0.00010000,0.23654228
DOGEUSDT,1747612800000,0.00008583,0.23296000
DOGEUSDT,1747641600006,-0.00006235,0.21779021
DOGEUSDT,1747670400010,-0.00006722,0.22114172
DOGEUSDT,1747699200000,0.00010000,0.22434100
DOGEUSDT,1747728000002,0.00008232,0.22240942
DOGEUSDT,1747756800000,-0.00006344,0.22050000
DOGEUSDT,1747785600000,0.00010000,0.22610000
DOGEUSDT,1747814400001,0.00010000,0.22652000
DOGEUSDT,1747843200004,0.00005136,0.23179317
DOGEUSDT,1747872000001,0.00010000,0.23397550
DOGEUSDT,1747900800000,0.00010000,0.24101000
DOGEUSDT,1747929600002,0.00010000,0.24120000
DOGEUSDT,1747958400006,0.00010000,0.24548490
DOGEUSDT,1747987200000,0.00010000,0.24339000
DOGEUSDT,1748016000007,0.00002259,0.23431000
DOGEUSDT,1748044800010,0.00008052,0.22506997
DOGEUSDT,1748073600000,-0.00004390,0.22722000
DOGEUSDT,1748102400003,-0.00009352,0.22760550
DOGEUSDT,1748131200004,-0.00005088,0.22500000
DOGEUSDT,1748160000000,-0.00001040,0.22126000
DOGEUSDT,1748188800000,0.00001095,0.21841000
DOGEUSDT,1748217600000,0.00001289,0.22478000
DOGEUSDT,1748246400000,0.00002939,0.22975332
