symbol,funding_time_ms,funding_rate,mark_price
BTCUSDT,1746892800001,0.00004257,103102.70000000
BTCUSDT,1746921600000,0.00010000,104789.00000000
BTCUSDT,1746950400001,0.00004150,103336.90000000
BTCUSDT,1746979200001,0.00010000,104089.06693841
BTCUSDT,1747008000004,0.00004454,104072.80000000
BTCUSDT,1747036800000,0.00010000,104426.20000000
BTCUSDT,1747065600000,0.00002301,102484.98667754
BTCUSDT,1747094400000,0.00006847,102739.98641667
BTCUSDT,1747123200008,0.00010000,102624.00000000
BTCUSDT,1747152000001,0.00007256,103642.21569565
BTCUSDT,1747180800007,0.00009921,104082.25016667
BTCUSDT,1747209600000,0.00007542,103662.20000000
BTCUSDT,1747238400002,0.00003175,103461.40000000
BTCUSDT,1747267200000,0.00002978,103458.20000000
BTCUSDT,1747296000003,0.00005336,101733.90000000
BTCUSDT,1747324800000,0.00001439,103212.64269928
BTCUSDT,1747353600001,0.00004504,103731.00000000
BTCUSDT,1747382400000,0.00007535,103646.60000000
BTCUSDT,1747411200000,0.00004768,104152.87767029
BTCUSDT,1747440000000,0.00002821,103420.88946739
BTCUSDT,1747468800001,0.00003340,103399.40000000
BTCUSDT,1747497600004,0.00000597,102900.00000000
BTCUSDT,1747526400000,0.00006742,103079.50000000
BTCUSDT,1747555200000,0.00005903,103891.40000000
BTCUSDT,1747584000000,0.00010000,105484.20000000
BTCUSDT,1747612800000,0.00005990,106415.65899638
BTCUSDT,1747641600006,0.00006040,103175.66738043
BTCUSDT,1747670400010,0.00002110,104740.40000000
BTCUSDT,1747699200000,0.00008378,105539.99272464
BTCUSDT,1747728000002,0.00007107,104998.20574797
BTCUSDT,1747756800000,0.00001266,105294.50000000
BTCUSDT,1747785600000,0.00008767,106800.40000000
BTCUSDT,1747814400001,0.00007147,106469.35994203
BTCUSDT,1747843200004,0.00005119,108936.70000000
BTCUSDT,1747872000001,0.00010000,109611.57980435
BTCUSDT,1747900800000,0.00010000,111005.80000000
BTCUSDT,1747929600002,0.00010000,111236.80000000
BTCUSDT,1747958400006,0.00009321,111663.50596536
BTCUSDT,1747987200000,0.00007261,110685.20000000
BTCUSDT,1748016000007,0.00008614,108889.20000000
BTCUSDT,1748044800010,0.00003524,107273.62679710
BTCUSDT,1748073600000,0.00004590,107554.85993116
BTCUSDT,1748102400003,0.00007837,108895.88856522
BTCUSDT,1748131200004,0.00009794,107698.90000000
BTCUSDT,1748160000000,0.00005113,107634.70000000
BTCUSDT,1748188800000,0.00003651,106928.00000000
BTCUSDT,1748217600000,0.00007331,108955.90000000
BTCUSDT,1748246400000,0.00010000,110050.00000000
BTCUSDT,1748275200002,0.00009782,109951.10000000
BTCUSDT,1748304000003,0.00007650,109403.70430072
BTCUSDT,1748332800001,0.00007266,109471.80000000
BTCUSDT,1748361600005,0.00002476,110091.30000000
BTCUSDT,1748390400002,0.00003260,108889.20000000
BTCUSDT,1748419200003,0.00002164,108764.90000000
BTCUSDT,1748448000002,0.00005368,107066.31867754
BTCUSDT,1748476800000,0.00003186,107723.10000000
BTCUSDT,1748505600006,0.00002812,107839.50000000
BTCUSDT,1748534400000,0.00008379,106972.60000000
BTCUSDT,1748563200003,0.00002622,105540.00000000
BTCUSDT,1748592000003,0.00003849,104997.40000000
BTCUSDT,1748620800000,0.00007392,105503.90000000
BTCUSDT,1748649600000,0.00008506,103950.00000000
BTCUSDT,1748678400000,0.00007552,103701.25933333
BTCUSDT,1748707200000,0.00004687,104499.67307246
BTCUSDT,1748736000001,-0.00000582,104544.70000000
BTCUSDT,1748764800002,0.00002335,104231.00000000
BTCUSDT,1748793600000,0.00004117,104664.00000000
BTCUSDT,1748822400001,-0.00000642,105589.61297464
BTCUSDT,1748851200000,0.00005593,105346.40000000
BTCUSDT,1748880000000,0.00004467,104396.90000000
BTCUSDT,1748908800000,0.00005005,105814.40000000
BTCUSDT,1748937600000,0.00006066,105134.30000000
BTCUSDT,1748966400001,0.00004456,106556.10000000
BTCUSDT,1748995200000,-0.00000011,105330.10000000
BTCUSDT,1749024000000,0.00002611,105260.46566250
BTCUSDT,1749052800000,0.00000962,105255.92777899
BTCUSDT,1749081600016,0.00000074,104646.03764130
BTCUSDT,1749110400000,0.00002871,104473.00000000
BTCUSDT,1749139200000,0.00005156,104485.40000000
BTCUSDT,1749168000002,-0.00003491,101458.70000000
BTCUSDT,1749196800000,-0.00003030,103096.80000000
BTCUSDT,1749225600006,-0.00002995,105037.54876812
BTCUSDT,1749254400000,-0.00002890,104240.10000000
BTCUSDT,1749283200000,-0.00003158,104813.72660507
BTCUSDT,1749312000002,0.00000294,105508.84818333
BTCUSDT,1749340800000,0.00004808,105509.63211957
BTCUSDT,1749369600000,0.00005613,105380.40000000
BTCUSDT,1749398400000,-0.00003602,105923.14248188
BTCUSDT,1749427200000,-0.00002164,105679.25375362
BTCUSDT,1749456000001,0.00004024,105517.90905797
BTCUSDT,1749484800001,0.00003057,107568.29532246
BTCUSDT,1749513600000,0.00006374,110227.90000000
BTCUSDT,1749542400001,0.00010000,109178.10000000
BTCUSDT,1749571200003,0.00008165,108970.17962319
BTCUSDT,1749600000000,0.00008779,110235.30000000
BTCUSDT,1749628800000,0.00008390,109397.00000000
BTCUSDT,1749657600010,0.00005039,109694.90000000
BTCUSDT,1749686400002,0.00001856,108610.75909727
