symbol,funding_time_ms,funding_rate,mark_price
ETHUSDT,1746892800001,0.00009016,2433.00000000
ETHUSDT,1746921600000,0.00010000,2583.07662403
ETHUSDT,1746950400001,0.00007363,2472.73715310
ETHUSDT,1746979200001,0.00002438,2461.22000000
ETHUSDT,1747008000004,0.00007088,2513.58951938
ETHUSDT,1747036800000,0.00010000,2553.45000000
ETHUSDT,1747065600000,0.00005717,2486.74000000
ETHUSDT,1747094400000,0.00006233,2494.35227132
ETHUSDT,1747123200008,0.00010000,2459.93641085
ETHUSDT,1747152000001,0.00010000,2564.75327519
ETHUSDT,1747180800007,0.00010000,2678.83579845
ETHUSDT,1747209600000,0.00005480,2639.65352132
ETHUSDT,1747238400002,0.00004737,2596.28000000
ETHUSDT,1747267200000,0.00010000,2608.71000000
ETHUSDT,1747296000003,0.00010000,2529.71000000
ETHUSDT,1747324800000,0.00005698,2563.09405814
ETHUSDT,1747353600001,0.00006801,2547.44981395
ETHUSDT,1747382400000,0.00010000,2600.60682558
ETHUSDT,1747411200000,0.00007202,2594.43856202
ETHUSDT,1747440000000,0.00002543,2536.20335271
ETHUSDT,1747468800001,-0.00001883,2491.50000000
ETHUSDT,1747497600004,0.00002339,2473.24241667
ETHUSDT,1747526400000,0.00005366,2474.09000000
ETHUSDT,1747555200000,0.00004909,2507.83256799
ETHUSDT,1747584000000,0.00000130,2577.87000000
ETHUSDT,1747612800000,-0.00004925,2496.74000000
ETHUSDT,1747641600006,0.00006531,2402.61575969
ETHUSDT,1747670400010,0.00009181,2465.55531783
ETHUSDT,1747699200000,0.00008013,2526.47294574
ETHUSDT,1747728000002,0.00006807,2531.79813756
ETHUSDT,1747756800000,0.00001174,2481.40000000
ETHUSDT,1747785600000,0.00003663,2523.08000000
ETHUSDT,1747814400001,0.00009338,2550.72000000
ETHUSDT,1747843200004,0.00000647,2566.00000000
ETHUSDT,1747872000001,0.00001141,2550.01000000
ETHUSDT,1747900800000,0.00010000,2633.82000000
ETHUSDT,1747929600002,0.00010000,2662.86000000
ETHUSDT,1747958400006,0.00010000,2663.73000000
ETHUSDT,1747987200000,0.00010000,2654.70000000
ETHUSDT,1748016000007,-0.00000726,2567.15597287
ETHUSDT,1748044800010,0.00010000,2525.58000000
ETHUSDT,1748073600000,0.00004033,2545.79000000
ETHUSDT,1748102400003,0.00002114,2554.51168992
ETHUSDT,1748131200004,0.00006041,2529.27000000
ETHUSDT,1748160000000,0.00003750,2493.29000000
ETHUSDT,1748188800000,0.00008487,2510.47000000
ETHUSDT,1748217600000,0.00000385,2549.92378295
ETHUSDT,1748246400000,0.00008047,2579.70000000
ETHUSDT,1748275200002,0.00004711,2564.76000000
ETHUSDT,1748304000003,0.00004026,2562.70241821
ETHUSDT,1748332800001,0.00010000,2606.56000000
ETHUSDT,1748361600005,0.00010000,2667.09000000
ETHUSDT,1748390400002,0.00010000,2659.89356202
ETHUSDT,1748419200003,0.00010000,2635.36000000
ETHUSDT,1748448000002,0.00010000,2625.99000000
ETHUSDT,1748476800000,0.00010000,2680.57340310
ETHUSDT,1748505600006,0.00010000,2730.00000000
ETHUSDT,1748534400000,0.00008321,2642.45000000
ETHUSDT,1748563200003,0.00007477,2630.57163566
ETHUSDT,1748592000003,0.00010000,2617.68000000
ETHUSDT,1748620800000,0.00005699,2596.91371502
ETHUSDT,1748649600000,0.00003389,2529.90736628
ETHUSDT,1748678400000,0.00008054,2520.00000000
ETHUSDT,1748707200000,0.00002739,2535.05310078
ETHUSDT,1748736000001,0.00007520,2527.09000000
ETHUSDT,1748764800002,0.00003946,2507.65977519
ETHUSDT,1748793600000,0.00003370,2522.00000000
ETHUSDT,1748822400001,0.00001586,2538.09462016
ETHUSDT,1748851200000,0.00005378,2505.79000000
ETHUSDT,1748880000000,0.00008588,2543.24000000
ETHUSDT,1748908800000,0.00003263,2606.48000000
ETHUSDT,1748937600000,0.00006067,2608.68000000
ETHUSDT,1748966400001,0.00005397,2622.56000000
ETHUSDT,1748995200000,0.00004390,2592.16000000
ETHUSDT,1749024000000,0.00007623,2626.51640991
ETHUSDT,1749052800000,0.00007897,2666.91000000
ETHUSDT,1749081600016,0.00002359,2606.63000000
ETHUSDT,1749110400000,0.00008508,2603.21000000
ETHUSDT,1749139200000,0.00006396,2588.34000000
ETHUSDT,1749168000002,-0.00001147,2412.93361240
ETHUSDT,1749196800000,0.00002643,2454.18000000
ETHUSDT,1749225600006,0.00002684,2508.55342442
ETHUSDT,1749254400000,0.00008699,2475.37000000
ETHUSDT,1749283200000,0.00005456,2490.21000000
ETHUSDT,1749312000002,0.00006753,2518.77600775
ETHUSDT,1749340800000,0.00010000,2523.68777132
ETHUSDT,1749369600000,0.00009522,2513.55530233
ETHUSDT,1749398400000,0.00004695,2513.39986434
ETHUSDT,1749427200000,0.00002206,2508.49123256
ETHUSDT,1749456000001,0.00001950,2490.55416667
ETHUSDT,1749484800001,0.00008643,2532.98000000
ETHUSDT,1749513600000,0.00010000,2679.23765891
ETHUSDT,1749542400001,0.00010000,2676.48000000
ETHUSDT,1749571200003,0.00010000,2731.83000000
ETHUSDT,1749600000000,0.00010000,2815.75000000
ETHUSDT,1749628800000,0.00010000,2790.85000000
ETHUSDT,1749657600010,0.00010000,2864.21000000
ETHUSDT,1749686400002,0.00006036,2770.61909933
ETHUSDT,1749715200003,0.00010000,2739.99036250
ETHUSDT,1749744000001,0.00005333,2718.25000000
ETHUSDT,1749772800000,-0.00001372,2641.31365116
ETHUSDT,1749801600001,-0.00001069,2525.00000000
ETHUSDT,1749830400004,0.00002083,2550.26000000
ETHUSDT,1749859200000,0.00004572,2578.08000000
ETHUSDT,1749888000000,0.00001962,2536.12897714
ETHUSDT,1749916800000,0.00000440,2518.30475581
ETHUSDT,1749945600005,0.00001767,2529.67000000
ETHUSDT,1749974400009,0.00008487,2527.49070155
ETHUSDT,1750003200000,0.00007131,2540.80593023
ETHUSDT,1750032000000,0.00004573,2546.33974031
ETHUSDT,1750060800000,0.00009060,2627.71000000
ETHUSDT,1750089600003,0.00003960,2630.87000000
ETHUSDT,1750118400000,-0.00000906,2542.89843992
ETHUSDT,1750147200006,0.00010000,2581.28983333
ETHUSDT,1750176000001,0.00005558,2497.82614729
ETHUSDT,1750204800001,0.00005830,2508.98000000
ETHUSDT,1750233600001,0.00006782,2532.33000000
ETHUSDT,1750262400001,0.00002338,2507.99563566
ETHUSDT,1750291200005,0.00005403,2523.80623643
ETHUSDT,1750320000003,0.00004793,2517.80142248
ETHUSDT,1750348800000,0.00004883,2491.89000000
ETHUSDT,1750377600000,0.00008145,2520.18000000
ETHUSDT,1750406400002,0.00008963,2548.35000000
ETHUSDT,1750435200001,0.00002590,2492.46000000
ETHUSDT,1750464000002,-0.00004990,2405.43000000
ETHUSDT,1750492800005,-0.00001379,2425.65727132
ETHUSDT,1750521600000,0.00005011,2422.48512791
ETHUSDT,1750550400005,-0.00000798,2294.25720142
ETHUSDT,1750579200000,-0.00001761,2269.63000000
ETHUSDT,1750608000003,0.00004714,2174.25338195
ETHUSDT,1750636800000,0.00002289,2226.66781783
ETHUSDT,1750665600004,-0.00001401,2257.83166667
ETHUSDT,1750694400013,0.00000130,2247.35465504
ETHUSDT,1750723200003,0.00002127,2410.39000000
ETHUSDT,1750752000000,0.00001201,2392.05589535
ETHUSDT,1750780800000,0.00000446,2436.85000000
ETHUSDT,1750809600005,-0.00000833,2447.58000000
ETHUSDT,1750838400000,-0.00000026,2443.44000000
ETHUSDT,1750867200005,0.00001198,2404.64666667
ETHUSDT,1750896000000,0.00002757,2417.27000000
ETHUSDT,1750924800006,0.00008057,2489.24298837
ETHUSDT,1750953600007,0.00000906,2432.17414147
ETHUSDT,1750982400000,0.00000379,2414.93000000
ETHUSDT,1751011200000,0.00000506,2441.19000000
ETHUSDT,1751040000009,0.00005546,2437.43000000
ETHUSDT,1751068800001,0.00008436,2421.99000000
ETHUSDT,1751097600002,0.00000658,2430.45193411
ETHUSDT,1751126400000,0.00004011,2435.08000000
ETHUSDT,1751155200004,0.00006176,2434.80000000
ETHUSDT,1751184000001,0.00008777,2439.10803876
ETHUSDT,1751212800001,0.00000042,2435.60000000
ETHUSDT,1751241600000,0.00005102,2499.38032171
ETHUSDT,1751270400005,0.00009119,2479.70235271
ETHUSDT,1751299200002,0.00000394,2473.80902519
ETHUSDT,1751328000007,0.00008191,2484.33713566
ETHUSDT,1751356800002,0.00001541,2463.71000000
ETHUSDT,1751385600000,-0.00001429,2422.48000000
ETHUSDT,1751414400001,0.00001952,2403.74040310
ETHUSDT,1751443200000,0.00004864,2445.88160078
ETHUSDT,1751472000003,0.00005236,2498.33576357
ETHUSDT,1751500800006,0.00010000,2569.56654651
ETHUSDT,1751529600003,0.00009820,2599.24000000
ETHUSDT,1751558400003,0.00004398,2569.31682558
ETHUSDT,1751587200005,0.00001353,2590.17000000
ETHUSDT,1751616000003,0.00006619,2533.84000000
ETHUSDT,1751644800001,0.00002691,2499.61877132
ETHUSDT,1751673600004,0.00001406,2506.87000000
ETHUSDT,1751702400009,0.00003958,2520.36000000
ETHUSDT,1751731200006,0.00005542,2506.89000000
ETHUSDT,1751760000001,0.00003909,2515.26000000
ETHUSDT,1751788800002,0.00006583,2516.90000000
ETHUSDT,1751817600004,0.00008149,2557.70000000
ETHUSDT,1751846400000,0.00010000,2569.50603101
ETHUSDT,1751875200007,0.00010000,2577.57985659
ETHUSDT,1751904000000,-0.00003011,2532.61000000
ETHUSDT,1751932800010,0.00007589,2541.20732946
ETHUSDT,1751961600003,0.00002787,2552.16904651
ETHUSDT,1751990400000,0.00006466,2563.60000000
ETHUSDT,1752019200002,0.00004903,2613.98000000
ETHUSDT,1752048000006,0.00006771,2623.77394186
ETHUSDT,1752076800001,0.00006268,2655.40000000
ETHUSDT,1752105600003,0.00010000,2767.79068217
ETHUSDT,1752134400000,0.00002808,2789.75650775
ETHUSDT,1752163200004,0.00003187,2768.34000000
ETHUSDT,1752192000004,0.00010000,2951.00392196
ETHUSDT,1752220800007,0.00010000,2968.35000000
ETHUSDT,1752249600001,0.00010000,2950.27991920
ETHUSDT,1752278400000,0.00008032,2957.03212403
ETHUSDT,1752307200001,0.00007671,2961.79344574
ETHUSDT,1752336000002,0.00006119,2914.74546899
ETHUSDT,1752364800006,0.00004151,2941.87000000
ETHUSDT,1752393600001,0.00004407,2961.48118605
ETHUSDT,1752422400003,0.00007205,2991.26778682
ETHUSDT,1752451200000,0.00000998,2970.48246124
ETHUSDT,1752480000000,0.00010000,3043.65000000
ETHUSDT,1752508800000,0.00010000,3011.18300388
ETHUSDT,1752537600002,0.00006134,3012.55427519
ETHUSDT,1752566400000,0.00010000,2976.35000000
ETHUSDT,1752595200000,0.00010000,3038.99000000
ETHUSDT,1752624000000,0.00010000,3138.47018605
ETHUSDT,1752652800000,0.00010000,3160.84107752
ETHUSDT,1752681600008,0.00010000,3243.40000000
ETHUSDT,1752710400003,0.00010000,3371.07215891
ETHUSDT,1752739200000,0.00010000,3448.20200000
ETHUSDT,1752768000000,0.00010000,3420.15697674
ETHUSDT,1752796800004,0.00010000,3476.66000000
ETHUSDT,1752825600000,0.00010000,3608.01628876
ETHUSDT,1752854400000,0.00010000,3565.00000000
ETHUSDT,1752883200009,0.00010000,3546.36000000
ETHUSDT,1752912000000,0.00010000,3570.57573643
ETHUSDT,1752940800002,0.00010000,3551.36022093
ETHUSDT,1752969600000,0.00010000,3591.31000000
ETHUSDT,1752998400000,0.00010000,3667.19986434
ETHUSDT,1753027200000,0.00010000,3785.38000000
ETHUSDT,1753056000001,0.00010000,3755.99508915
ETHUSDT,1753084800000,0.00010000,3786.97000000
ETHUSDT,1753113600001,0.00010000,3808.90000000
ETHUSDT,1753142400000,0.00010000,3760.96000000
ETHUSDT,1753171200010,0.00010000,3676.29012403
ETHUSDT,1753200000007,0.00010000,3717.78744186
ETHUSDT,1753228800000,0.00010000,3746.14636047
ETHUSDT,1753257600004,0.00010000,3672.59889922
ETHUSDT,1753286400002,0.00010000,3643.58769574
ETHUSDT,1753315200000,0.00010000,3627.41000000
ETHUSDT,1753344000001,0.00010000,3590.44418992
ETHUSDT,1753372800000,0.00010000,3730.40000000
ETHUSDT,1753401600000,0.00010000,3705.61000000
ETHUSDT,1753430400000,0.00010000,3631.66711628
